rescue_candidate	mapping_hit	alignment_type	alignment_score
PB.164546.1	PB.130858.1	256	1774
PB.164546.1	PB.130858.2	256	1960
PB.103720.2	PB.103720.1	0	643
PB.103720.2	ENST00000215829.8	256	628
PB.37865.1	ENST00000215829.8	0	1586
PB.37865.1	PB.130858.1	256	1203
PB.37865.1	PB.130858.2	256	1389
PB.45406.1	ENST00000215829.8	0	1514
PB.45406.1	PB.130858.2	256	1317
PB.45406.1	PB.130858.1	256	1107
PB.45406.1	PB.130858.1	2048	239
PB.45406.1	PB.130858.2	256	239
PB.45406.1	ENST00000215829.8	256	239
PB.45406.1	PB.103721.1	256	239
PB.60623.1	ENST00000215829.8	0	1253
PB.60623.1	PB.130858.2	256	1056
PB.60623.1	PB.130858.1	256	846
PB.124776.2	ENST00000215829.8	0	3386
PB.124776.2	PB.130858.2	256	3262
PB.124776.2	PB.130858.1	256	3051
PB.164547.1	ENST00000400382.6	0	2250
PB.164547.1	PB.164547.8	256	2341
PB.164547.1	PB.164547.9	256	2098
PB.164547.1	PB.15712.2	256	2125
PB.164547.1	PB.164547.7	256	2029
PB.164547.1	PB.164547.4	256	2057
PB.15712.1	PB.15712.9	0	2193
PB.15712.1	PB.164547.8	256	2193
PB.15712.1	PB.164547.7	256	2192
PB.15712.1	PB.164547.4	256	2059
PB.15712.1	PB.164547.9	256	2059
PB.15712.1	ENST00000400382.6	256	2054
PB.23021.1	PB.164547.8	0	2053
PB.23021.1	PB.15712.9	256	2053
PB.23021.1	PB.15712.2	256	2053
PB.23021.1	PB.164547.4	256	2053
PB.23021.1	PB.164547.7	256	2052
PB.23021.1	ENST00000400382.6	256	2048
PB.23021.2	PB.15712.2	0	2107
PB.23021.2	ENST00000400380.5	256	2055
PB.23021.2	PB.164547.4	256	2055
PB.23021.2	PB.164547.8	256	2055
PB.23021.2	PB.164547.7	256	2054
PB.23021.2	ENST00000400382.6	256	2050
PB.164547.2	PB.164547.4	0	2294
PB.164547.2	PB.164547.7	256	2262
PB.164547.2	PB.15712.2	256	2135
PB.164547.2	ENST00000400382.6	256	2141
PB.164547.2	PB.164547.8	256	2129
PB.164547.2	ENST00000400380.5	256	2056
PB.164547.5	PB.164547.4	0	2274
PB.164547.5	PB.164547.9	256	2217
PB.164547.5	ENST00000400382.6	256	2213
PB.164547.5	PB.15712.2	256	2041
PB.164547.5	PB.164547.8	256	2040
PB.164547.5	PB.164547.7	256	2040
PB.157427.3	ENST00000400382.6	0	2464
PB.157427.3	PB.164547.9	256	2312
PB.157427.3	PB.164547.8	256	2201
PB.157427.3	PB.164547.4	256	2233
PB.157427.3	ENST00000400380.5	256	1991
PB.157427.3	PB.164547.7	256	1990
PB.143834.1	ENST00000400382.6	0	2362
PB.143834.1	PB.164547.8	256	2103
PB.143834.1	ENST00000400380.5	256	2302
PB.143834.1	PB.164547.4	256	2233
PB.143834.1	PB.164547.9	256	2233
PB.143834.1	PB.164547.7	256	1990
PB.164547.3	ENST00000400382.6	0	2099
PB.164547.3	PB.164547.8	256	2201
PB.164547.3	PB.164547.9	256	2056
PB.164547.3	PB.15712.2	256	2056
PB.164547.3	PB.164547.7	256	2055
PB.164547.6	PB.164547.4	0	2301
PB.164547.6	PB.164547.9	256	2301
PB.164547.6	ENST00000400382.6	256	2296
PB.164547.6	PB.164547.8	256	2063
PB.164547.6	PB.15712.9	256	2063
PB.164547.6	PB.164547.7	256	2058
PB.23021.3	PB.15712.2	0	2124
PB.23021.3	PB.164547.8	256	2060
PB.23021.3	PB.15712.9	256	2060
PB.23021.3	PB.164547.4	256	2057
PB.23021.3	PB.164547.7	256	2055
PB.23021.3	ENST00000400382.6	256	2052
PB.157427.5	PB.164547.8	0	2440
PB.157427.5	ENST00000400382.6	256	2325
PB.157427.5	PB.164547.9	256	2173
PB.157427.5	PB.15712.9	256	2133
PB.157427.5	PB.164547.7	256	2130
PB.157427.5	PB.164547.4	256	1997
PB.157427.6	ENST00000400380.5	0	2496
PB.157427.6	PB.164547.8	256	2081
PB.157427.6	PB.164547.7	256	2081
PB.157427.6	ENST00000400382.6	256	1947
PB.157427.6	PB.164547.4	256	1947
PB.157427.6	PB.15712.2	256	2012
PB.15712.3	PB.164547.7	0	2173
PB.15712.3	PB.164547.8	256	2127
PB.15712.3	ENST00000400380.5	256	2125
PB.15712.3	PB.164547.4	256	2056
PB.15712.3	ENST00000400382.6	256	2051
PB.15712.3	PB.15712.2	256	2064
PB.15712.6	PB.164547.9	0	2254
PB.15712.6	ENST00000400382.6	256	2249
PB.15712.6	PB.164547.8	256	2235
PB.15712.6	PB.164547.4	256	2146
PB.15712.6	PB.15712.9	256	2127
PB.15712.6	PB.164547.7	256	2124
PB.15712.7	PB.15712.9	0	2223
PB.15712.7	PB.164547.4	256	2155
PB.15712.7	PB.164547.9	256	2154
PB.15712.7	ENST00000400382.6	256	2149
PB.15712.7	PB.164547.7	256	2121
PB.15712.7	PB.164547.8	256	2121
PB.164547.10	PB.164547.4	0	2303
PB.164547.10	PB.164547.9	256	2302
PB.164547.10	ENST00000400382.6	256	2297
PB.164547.10	PB.15712.9	256	2163
PB.164547.10	PB.164547.8	256	2061
PB.164547.10	PB.164547.7	256	2060
PB.15712.8	PB.15712.9	0	2134
PB.15712.8	PB.15712.2	256	2126
PB.15712.8	PB.164547.8	256	2058
PB.15712.8	PB.164547.4	256	2057
PB.15712.8	PB.164547.7	256	2055
PB.15712.8	ENST00000400382.6	256	2052
PB.164547.11	PB.15712.9	0	2174
PB.164547.11	PB.164547.7	256	2072
PB.164547.11	PB.164547.8	256	2072
PB.164547.11	PB.164547.4	256	1939
PB.164547.11	PB.164547.9	256	1938
PB.164547.11	ENST00000400382.6	256	1933
PB.157427.7	ENST00000400380.5	0	2430
PB.157427.7	PB.164547.8	256	2118
PB.157427.7	PB.15712.9	256	2118
PB.157427.7	PB.164547.7	256	2118
PB.157427.7	ENST00000400382.6	256	2049
PB.157427.7	PB.164547.9	256	2049
PB.30409.2	PB.164547.4	0	2013
PB.30409.2	PB.164547.9	256	2013
PB.30409.2	PB.164547.8	256	2013
PB.30409.2	PB.15712.2	256	2013
PB.30409.2	ENST00000400380.5	256	2013
PB.30409.2	PB.164547.7	256	2012
PB.130859.1	ENST00000621462.4	0	679
PB.137329.1	ENST00000621462.4	0	846
PB.118912.1		4	0
PB.88787.1	ENST00000610372.4	0	3901
PB.88787.1	ENST00000400358.9	256	3901
PB.45408.1	ENST00000444995.7	0	1595
PB.45408.1	ENST00000650168.1	256	1437
PB.45408.1	ENST00000650500.2	256	1386
PB.150514.1	ENST00000444995.7	0	1357
PB.150514.1	ENST00000650168.1	256	1199
PB.150514.1	ENST00000650500.2	256	1096
PB.164549.1	PB.103724.1	0	580
PB.164549.1	PB.96115.2	256	418
PB.164549.1	ENST00000382734.9	256	408
PB.83143.1	ENST00000382734.9	0	789
PB.83143.1	PB.96115.2	256	760
PB.96115.3	ENST00000382734.9	0	605
PB.96115.3	PB.96115.2	256	602
PB.37866.1	PB.103724.1	0	551
PB.37866.1	ENST00000382734.9	256	551
PB.37866.1	PB.96115.2	256	551
PB.75708.1	ENST00000335473.12	0	252
PB.75708.1	ENST00000536101.5	256	252
PB.88788.1	ENST00000336873.9	0	2438
PB.88788.1	PB.150518.1	256	2438
PB.88788.1	ENST00000398145.7	256	2434
PB.88788.1	PB.143838.4	256	2434
PB.88788.1	PB.88788.2	256	2358
PB.88788.1	PB.124778.5	256	2362
PB.143838.1	ENST00000336873.9	0	2464
PB.143838.1	PB.8665.2	256	1789
PB.143838.1	PB.150518.1	256	2461
PB.143838.1	PB.88788.2	256	2399
PB.143838.1	PB.143838.4	256	2434
PB.143838.1	ENST00000398145.7	256	2434
PB.137330.1	PB.143838.4	0	2552
PB.137330.1	ENST00000398145.7	256	2543
PB.137330.1	ENST00000336873.9	256	2434
PB.137330.1	PB.150518.1	256	2434
PB.137330.1	PB.88788.2	256	2354
PB.137330.1	PB.124778.5	256	2362
PB.124778.1	ENST00000336873.9	0	3093
PB.124778.1	ENST00000398145.7	256	3091
PB.124778.1	PB.88788.2	256	3013
PB.124778.1	PB.8665.2	256	2393
PB.124778.1	PB.124778.5	256	3019
PB.124778.1	PB.124778.2	256	2885
PB.88788.4	ENST00000336873.9	0	3577
PB.88788.4	ENST00000398145.7	256	3547
PB.88788.4	PB.88788.2	256	3497
PB.88788.4	PB.8665.2	256	2866
PB.88788.4	PB.124778.5	256	3464
PB.88788.4	PB.124778.2	256	3369
PB.88788.5	ENST00000336873.9	0	3649
PB.88788.5	ENST00000398145.7	256	3645
PB.88788.5	PB.8665.2	256	2944
PB.88788.5	PB.88788.2	256	3569
PB.88788.5	PB.124778.5	256	3562
PB.88788.5	PB.124778.2	256	3441
PB.88788.3	ENST00000398145.7	0	3778
PB.88788.3	PB.88788.2	256	3803
PB.88788.3	PB.8665.2	256	3120
PB.88788.3	ENST00000336873.9	256	3669
PB.88788.3	PB.124778.5	256	3586
PB.88788.3	PB.124778.2	256	3461
PB.88788.8	ENST00000336873.9	0	3635
PB.88788.8	PB.88788.2	256	3559
PB.88788.8	ENST00000398145.7	256	3605
PB.88788.8	PB.8665.2	256	2937
PB.88788.8	PB.124778.5	256	3531
PB.88788.8	PB.124778.2	256	3431
PB.88788.9	ENST00000336873.9	0	3718
PB.88788.9	PB.88788.2	256	3646
PB.88788.9	PB.8665.2	256	3025
PB.88788.9	ENST00000398145.7	256	3688
PB.88788.9	PB.124778.5	256	3615
PB.88788.9	PB.124778.2	256	3518
PB.143838.3	ENST00000398145.7	0	2758
PB.143838.3	PB.130863.1	256	2758
PB.143838.3	ENST00000336873.9	256	2758
PB.143838.3	PB.124778.2	256	2758
PB.143838.3	PB.124778.5	256	2758
PB.143838.3	ENST00000402105.7	256	2758
PB.88788.10	ENST00000398145.7	0	3645
PB.88788.10	ENST00000336873.9	256	3536
PB.88788.10	PB.88788.2	256	3456
PB.88788.10	PB.8665.2	256	2836
PB.88788.10	PB.124778.5	256	3464
PB.88788.10	PB.124778.2	256	3328
PB.130863.2	ENST00000398145.7	0	2862
PB.130863.2	PB.124778.2	256	2862
PB.130863.2	PB.124778.5	256	2862
PB.130863.2	ENST00000402105.7	256	2862
PB.130863.2	PB.130863.1	256	2862
PB.130863.2	ENST00000336873.9	256	2862
PB.88788.11	ENST00000398145.7	0	3711
PB.88788.11	ENST00000336873.9	256	3602
PB.88788.11	PB.88788.2	256	3522
PB.88788.11	PB.8665.2	256	2902
PB.88788.11	PB.124778.5	256	3530
PB.88788.11	PB.124778.2	256	3394
PB.88788.12	ENST00000336873.9	0	3736
PB.88788.12	ENST00000398145.7	256	3735
PB.88788.12	PB.88788.2	256	3656
PB.88788.12	PB.8665.2	256	3036
PB.88788.12	PB.124778.5	256	3663
PB.88788.12	PB.124778.2	256	3528
PB.75710.2	PB.124778.3	0	692
PB.75710.2	PB.143838.4	256	682
PB.75710.2	ENST00000398145.7	256	658
PB.75710.2	PB.124778.2	256	666
PB.75710.2	PB.8665.2	256	549
PB.75710.2	PB.88788.2	256	549
PB.88789.2	PB.88789.1	0	3897
PB.88789.2	ENST00000215917.11	256	3897
PB.137331.2	PB.143839.2	0	2782
PB.137331.2	PB.88790.1	256	2888
PB.137331.2	ENST00000405938.5	256	2727
PB.137331.2	ENST00000407690.6	256	2691
PB.137331.2	PB.143839.3	256	2690
PB.137331.2	PB.124780.2	256	2689
PB.143839.4	PB.143839.2	0	2817
PB.143839.4	PB.143839.3	256	2789
PB.143839.4	ENST00000407690.6	256	2784
PB.143839.4	ENST00000405938.5	256	2772
PB.143839.4	PB.137331.1	256	2432
PB.143839.4	ENST00000407431.5	256	2706
PB.30412.1	ENST00000403880.5	0	1886
PB.30412.1	ENST00000338754.9	256	1752
PB.30412.1	ENST00000398110.6	256	1752
PB.30412.1	PB.37869.1	256	1752
PB.30412.1	PB.60629.1	256	1544
PB.45410.1	ENST00000338754.9	0	1749
PB.45410.1	ENST00000398110.6	256	1749
PB.45410.1	ENST00000403880.5	256	1749
PB.45410.1	PB.37869.1	256	1749
PB.45410.1	PB.88791.1	256	-224
PB.45410.1	PB.60629.1	256	1544
PB.37869.2	PB.88791.1	0	36
PB.37869.2	ENST00000338754.9	256	1784
PB.37869.2	PB.37869.1	256	1784
PB.37869.2	ENST00000398110.6	256	1712
PB.37869.2	ENST00000403880.5	256	1642
PB.37869.2	PB.60629.1	256	1436
PB.96117.1	ENST00000338754.9	0	813
PB.96117.1	ENST00000398110.6	256	813
PB.96117.1	PB.37869.1	256	813
PB.96117.1	ENST00000403880.5	256	813
PB.96117.1	PB.60629.1	256	813
PB.30412.2	ENST00000398110.6	0	1815
PB.30412.2	PB.37869.1	256	1815
PB.30412.2	ENST00000338754.9	256	1815
PB.30412.2	PB.88791.1	256	-157
PB.30412.2	ENST00000403880.5	256	1746
PB.30412.2	PB.60629.1	256	1540
PB.8666.2	ENST00000613780.4	0	4096
PB.8666.2	PB.8666.1	256	4096
PB.83146.1	ENST00000449017.6	0	334
PB.143841.2	ENST00000335272.10	0	2807
PB.143841.2	ENST00000455418.7	256	2803
PB.143841.2	ENST00000320996.14	256	2609
PB.143841.2	PB.88792.1	256	2553
PB.143841.2	PB.164553.1	256	2549
PB.143841.5	ENST00000335272.10	0	2675
PB.143841.5	ENST00000455418.7	256	2675
PB.143841.5	ENST00000320996.14	256	2477
PB.143841.5	PB.88792.1	256	2553
PB.143841.5	PB.164553.1	256	2549
PB.143841.3	ENST00000335272.10	0	2685
PB.143841.3	ENST00000455418.7	256	2681
PB.143841.3	ENST00000320996.14	256	2486
PB.143841.3	PB.88792.1	256	2346
PB.143841.3	PB.164553.1	256	2342
PB.137334.1	ENST00000335272.10	0	2655
PB.137334.1	ENST00000455418.7	256	2668
PB.137334.1	ENST00000320996.14	256	2456
PB.137334.1	PB.88792.1	256	2476
PB.137334.1	PB.164553.1	256	2473
PB.30413.1	ENST00000320996.14	0	1721
PB.30413.1	ENST00000335272.10	256	1721
PB.30413.1	ENST00000455418.7	256	1721
PB.30413.1	PB.45413.1	256	1721
PB.30413.1	PB.88792.1	256	1721
PB.30413.1	PB.164553.1	256	1719
PB.157433.1	ENST00000335272.10	0	2603
PB.157433.1	PB.88792.1	256	2551
PB.157433.1	PB.164553.1	256	2549
PB.157433.1	ENST00000455418.7	256	2599
PB.157433.1	ENST00000320996.14	256	2405
PB.150519.1	ENST00000335272.10	0	2674
PB.150519.1	ENST00000455418.7	256	2670
PB.150519.1	PB.88792.1	256	2550
PB.150519.1	PB.164553.1	256	2549
PB.150519.1	ENST00000320996.14	256	2476
PB.164553.2	ENST00000335272.10	0	2306
PB.164553.2	PB.164553.1	256	2306
PB.164553.2	PB.88792.1	256	2306
PB.164553.2	ENST00000455418.7	256	2306
PB.164553.2	ENST00000320996.14	256	2108
PB.157433.2	ENST00000320996.14	0	2587
PB.157433.2	ENST00000335272.10	256	2476
PB.157433.2	ENST00000455418.7	256	2489
PB.157433.2	PB.88792.1	256	2137
PB.157433.2	PB.164553.1	256	2136
PB.75714.1	ENST00000335272.10	0	1196
PB.75714.1	ENST00000455418.7	256	1192
PB.75714.1	ENST00000320996.14	256	998
PB.75714.1	PB.88792.1	256	860
PB.15718.1	ENST00000455418.7	0	582
PB.15718.1	ENST00000335272.10	256	578
PB.15718.1	ENST00000320996.14	256	577
PB.15718.1	ENST00000634017.1	256	493
PB.150519.3	PB.88792.1	0	1696
PB.75714.2	ENST00000320996.14	0	252
PB.75714.2	ENST00000455418.7	256	252
PB.75714.2	ENST00000335272.10	256	252
PB.75714.2	PB.88792.1	256	252
PB.8668.1		4	0
PB.103728.2	PB.103728.1	0	509
PB.96121.2		4	0
PB.150520.1	ENST00000612946.4	0	2863
PB.150520.1	ENST00000397906.6	256	2863
PB.157435.1	ENST00000397906.6	0	500
PB.83149.1	PB.52937.1	0	1105
PB.83149.1	PB.68236.2	256	1104
PB.83149.1	PB.30414.1	256	1104
PB.83149.1	ENST00000404276.6	256	1104
PB.83149.1	ENST00000402731.6	256	1103
PB.83149.1	PB.164554.2	256	1101
PB.68236.1	ENST00000425190.7	0	1302
PB.68236.1	PB.52937.1	256	1261
PB.68236.1	ENST00000404276.6	256	1260
PB.68236.1	PB.30414.1	256	1259
PB.68236.1	PB.164554.2	256	1257
PB.68236.1	ENST00000650281.1	256	1237
PB.52937.2	ENST00000404276.6	0	937
PB.52937.2	PB.68236.2	256	937
PB.52937.2	PB.52937.1	256	937
PB.52937.2	ENST00000425190.7	256	937
PB.52937.2	ENST00000464581.6	256	935
PB.52937.2	PB.164554.2	256	934
PB.60632.1	ENST00000402731.6	0	1591
PB.60632.1	ENST00000404276.6	256	1301
PB.60632.1	PB.164554.2	256	1298
PB.60632.1	PB.30414.1	256	1146
PB.60632.1	ENST00000382580.6	256	1126
PB.60632.1	ENST00000650281.1	256	1247
PB.37871.2	PB.30414.1	0	1824
PB.37871.2	ENST00000650281.1	256	1767
PB.37871.2	ENST00000382580.6	256	1804
PB.37871.2	ENST00000404276.6	256	1674
PB.37871.2	PB.164554.2	256	1671
PB.37871.2	ENST00000405598.5	256	1654
PB.37871.3	PB.30414.1	0	1878
PB.37871.3	ENST00000382580.6	256	1868
PB.37871.3	PB.164554.2	256	1735
PB.37871.3	ENST00000404276.6	256	1725
PB.37871.3	ENST00000405598.5	256	1654
PB.37871.3	ENST00000650281.1	256	1651
PB.68236.3	ENST00000425190.7	0	1359
PB.68236.3	ENST00000404276.6	256	1317
PB.68236.3	PB.52937.1	256	1317
PB.68236.3	PB.30414.1	256	1316
PB.68236.3	PB.164554.2	256	1315
PB.68236.3	ENST00000405598.5	256	1299
PB.37871.4	PB.30414.1	0	1823
PB.37871.4	ENST00000382580.6	256	1805
PB.37871.4	PB.164554.2	256	1538
PB.37871.4	ENST00000404276.6	256	1537
PB.37871.4	ENST00000405598.5	256	1468
PB.37871.4	ENST00000650281.1	256	1465
PB.45415.2	PB.164554.2	0	1752
PB.45415.2	ENST00000404276.6	256	1750
PB.45415.2	PB.30414.1	256	1598
PB.45415.2	ENST00000382580.6	256	1580
PB.45415.2	ENST00000405598.5	256	1681
PB.45415.2	ENST00000650281.1	256	1678
PB.68236.4	PB.164554.2	0	888
PB.68236.4	ENST00000348295.7	256	888
PB.68236.4	ENST00000404276.6	256	888
PB.68236.4	PB.45415.1	256	888
PB.68236.4	ENST00000650281.1	256	865
PB.68236.4	ENST00000405598.5	256	864
PB.96123.1	ENST00000216027.8	0	765
PB.96123.1	PB.96123.2	256	765
PB.96123.1	ENST00000398941.6	256	904
PB.96123.4	PB.96123.2	0	773
PB.96123.4	ENST00000216027.8	256	773
PB.124783.1	ENST00000249064.9	0	3682
PB.124783.1	ENST00000448492.6	256	3574
PB.124783.1	ENST00000421503.6	256	3349
PB.52939.2	ENST00000216037.10	0	1547
PB.52939.2	PB.52939.1	256	1547
PB.52939.2	PB.45417.1	256	1546
PB.52939.2	ENST00000403532.7	256	1511
PB.52939.2	ENST00000405219.7	256	1516
PB.52939.2	ENST00000611155.4	256	1467
PB.52939.3	ENST00000216037.10	0	1598
PB.52939.3	PB.45417.1	256	1598
PB.52939.3	ENST00000403532.7	256	1572
PB.52939.3	ENST00000611155.4	256	1519
PB.52939.3	PB.150522.2	256	1322
PB.52939.3	PB.143844.1	256	982
PB.45417.2	ENST00000216037.10	0	240
PB.45417.2	PB.150522.2	256	240
PB.45417.2	PB.45417.1	256	240
PB.45417.2	PB.143844.1	256	240
PB.45417.2	ENST00000403532.7	256	240
PB.45417.2	ENST00000611155.4	256	240
PB.103732.1	ENST00000216037.10	0	388
PB.103732.1	PB.45417.1	256	387
PB.103732.1	ENST00000403532.7	256	373
PB.103732.1	ENST00000611155.4	256	372
PB.103732.1	PB.143844.1	256	365
PB.103732.1	PB.150522.2	256	361
PB.111594.1	ENST00000422972.1	0	245
PB.111594.1	ENST00000458080.1	256	211
PB.124784.1	ENST00000458080.1	0	265
PB.124784.1	ENST00000422972.1	256	246
PB.111594.2	ENST00000458080.1	0	331
PB.30417.2	PB.30417.1	0	1781
PB.30417.2	ENST00000334018.11	256	1781
PB.30417.2	ENST00000404755.7	256	1629
PB.30417.2	ENST00000404820.7	256	1549
PB.60634.1	PB.45419.1	0	858
PB.60634.1	ENST00000216085.12	256	848
PB.60634.1	PB.137337.1	256	-502
PB.60634.1	PB.130865.1	256	-615
PB.45419.2	ENST00000216085.12	0	1755
PB.45419.2	PB.45419.1	256	1752
PB.45419.2	PB.137337.1	256	372
PB.45419.2	PB.130865.1	256	255
PB.45419.2	PB.137337.3	256	210
PB.68238.1	PB.45419.1	0	979
PB.68238.1	ENST00000216085.12	256	979
PB.68238.1	PB.137337.1	256	-395
PB.68238.1	PB.130865.1	256	-495
PB.68238.1	PB.137337.3	256	-536
PB.52941.2	PB.45419.1	0	1530
PB.52941.2	ENST00000216085.12	256	1529
PB.52941.2	PB.150526.1	256	1204
PB.52941.2	PB.137337.1	256	1093
PB.52941.2	PB.130865.1	256	1186
PB.52941.2	PB.137337.3	256	958
PB.45419.3	PB.150526.1	0	819
PB.45419.3	ENST00000216085.12	256	816
PB.45419.3	PB.45419.1	256	816
PB.45419.3	PB.130865.1	256	815
PB.45419.3	PB.137337.1	256	706
PB.45419.3	PB.137337.3	256	587
PB.60634.2	ENST00000216085.12	0	1350
PB.60634.2	PB.45419.1	256	1349
PB.60634.2	PB.130865.1	256	1197
PB.60634.2	PB.137337.1	256	1069
PB.60634.2	PB.137337.3	256	969
PB.157441.2	PB.137337.1	0	2220
PB.157441.2	PB.137337.3	256	2191
PB.157441.2	PB.130865.1	256	2008
PB.157441.2	PB.150526.1	256	2006
PB.164557.2	PB.164557.1	0	2245
PB.164557.2	ENST00000397938.7	256	2245
PB.164557.2	PB.164557.3	256	2169
PB.164557.2	ENST00000331029.11	256	2000
PB.164557.2	ENST00000406548.5	256	2077
PB.164557.2	ENST00000332050.10	256	1809
PB.23029.4	ENST00000397938.7	0	2096
PB.23029.4	ENST00000406548.5	256	2099
PB.23029.4	PB.164557.1	256	2096
PB.23029.4	PB.164557.3	256	2022
PB.23029.4	ENST00000414183.6	256	2025
PB.23029.4	ENST00000331029.11	256	1975
PB.15723.4	PB.164557.1	0	2242
PB.15723.4	ENST00000397938.7	256	2240
PB.15723.4	PB.164557.3	256	2168
PB.15723.4	ENST00000331029.11	256	2175
PB.15723.4	ENST00000406548.5	256	2058
PB.15723.4	ENST00000332050.10	256	1840
PB.30418.2	ENST00000331029.11	0	1958
PB.30418.2	PB.164557.1	256	2081
PB.30418.2	ENST00000397938.7	256	2081
PB.30418.2	PB.164557.3	256	2011
PB.30418.2	ENST00000406548.5	256	2086
PB.30418.2	ENST00000414183.6	256	2016
PB.30418.3	ENST00000406548.5	0	1915
PB.30418.3	ENST00000397938.7	256	1903
PB.30418.3	PB.164557.1	256	1903
PB.30418.3	ENST00000414183.6	256	1849
PB.30418.3	PB.164557.3	256	1837
PB.30418.3	ENST00000331029.11	256	1667
PB.30418.4	PB.164557.1	0	1736
PB.30418.4	ENST00000397938.7	256	1736
PB.30418.4	PB.164557.3	256	1671
PB.30418.4	ENST00000331029.11	256	1482
PB.30418.4	ENST00000332035.10	256	1717
PB.30418.4	PB.30418.5	256	1718
PB.3827.6	PB.3827.5	0	5050
PB.3827.6	PB.3827.4	256	4162
PB.3827.6	PB.3827.2	256	4946
PB.3827.6	PB.3827.1	256	4383
PB.3827.6	PB.3827.3	256	3449
PB.3827.6	PB.3827.7	256	4523
PB.15723.8	PB.164557.1	0	2244
PB.15723.8	ENST00000397938.7	256	2243
PB.15723.8	PB.164557.3	256	2179
PB.15723.8	ENST00000331029.11	256	1990
PB.15723.8	ENST00000406548.5	256	2043
PB.15723.8	ENST00000332050.10	256	1790
PB.23029.6	ENST00000397938.7	0	2018
PB.23029.6	PB.164557.1	256	2018
PB.23029.6	ENST00000406548.5	256	2021
PB.23029.6	PB.164557.3	256	1953
PB.23029.6	ENST00000331029.11	256	1997
PB.23029.6	ENST00000414183.6	256	1962
PB.157442.3	ENST00000331029.11	0	1972
PB.157442.3	PB.164557.1	256	2103
PB.157442.3	ENST00000397938.7	256	2101
PB.157442.3	PB.164557.3	256	2038
PB.157442.3	ENST00000406548.5	256	1918
PB.157442.3	ENST00000332050.10	256	1690
PB.164557.5	PB.164557.1	0	2293
PB.164557.5	ENST00000397938.7	256	2291
PB.164557.5	PB.164557.3	256	2228
PB.164557.5	ENST00000331029.11	256	2039
PB.164557.5	ENST00000406548.5	256	2091
PB.164557.5	ENST00000332050.10	256	1859
PB.37875.3	PB.30418.6	0	1918
PB.37875.3	PB.164557.1	256	1918
PB.37875.3	ENST00000406548.5	256	1921
PB.37875.3	ENST00000397938.7	256	1918
PB.37875.3	ENST00000414183.6	256	1879
PB.37875.3	PB.164557.3	256	1853
PB.130866.1	PB.130866.2	0	1712
PB.130866.1	ENST00000618518.3	256	1686
PB.15724.1	PB.164558.2	0	2283
PB.15724.1	ENST00000616432.4	256	2186
PB.15724.1	PB.157443.2	256	2176
PB.15724.1	PB.164558.1	256	2229
PB.15724.1	PB.157443.1	256	2132
PB.15724.1	ENST00000621062.4	256	2093
PB.30419.1	ENST00000616432.4	0	1608
PB.30419.1	PB.157443.2	256	1605
PB.30419.1	PB.157443.1	256	1554
PB.30419.1	ENST00000621062.4	256	1522
PB.30419.1	ENST00000611648.2	256	1511
PB.30419.1	PB.37876.1	256	1858
PB.164558.3	ENST00000616432.4	0	2371
PB.164558.3	PB.157443.2	256	2369
PB.164558.3	PB.157443.1	256	2317
PB.164558.3	PB.137339.1	256	1880
PB.164558.3	ENST00000621062.4	256	2286
PB.164558.3	ENST00000611648.2	256	2275
PB.30419.2	PB.157443.1	0	1567
PB.30419.2	ENST00000621062.4	256	1539
PB.30419.2	ENST00000616432.4	256	1485
PB.30419.2	PB.157443.2	256	1485
PB.30419.2	PB.37876.1	256	1834
PB.30419.2	ENST00000611648.2	256	1435
PB.45421.2	PB.157443.2	0	1703
PB.45421.2	PB.157443.1	256	1703
PB.45421.2	ENST00000616432.4	256	1702
PB.45421.2	ENST00000618518.3	256	1702
PB.45421.2	PB.52943.1	256	1702
PB.45421.2	ENST00000621062.4	256	1702
PB.164558.4	PB.157443.2	0	2246
PB.164558.4	ENST00000616432.4	256	2246
PB.164558.4	PB.137339.1	256	1783
PB.164558.4	PB.157443.1	256	2192
PB.164558.4	ENST00000621062.4	256	2171
PB.164558.4	ENST00000611648.2	256	2160
PB.30419.3	PB.157443.2	0	1526
PB.30419.3	ENST00000616432.4	256	1526
PB.30419.3	PB.157443.1	256	1472
PB.30419.3	ENST00000621062.4	256	1456
PB.30419.3	PB.37876.1	256	1875
PB.30419.3	ENST00000611648.2	256	1445
PB.3828.1	ENST00000405198.6	0	2440
PB.3828.1	ENST00000432560.6	256	2440
PB.3828.1	ENST00000357586.7	256	2405
PB.3828.1	PB.88800.3	256	2377
PB.3828.1	PB.88800.1	256	2294
PB.3828.1	ENST00000317368.11	256	2112
PB.30420.1	ENST00000405198.6	0	2017
PB.30420.1	PB.23030.1	256	2016
PB.30420.1	PB.124787.2	256	2016
PB.30420.1	PB.137340.2	256	2016
PB.30420.1	PB.157444.1	256	2016
PB.30420.1	PB.143849.2	256	2014
PB.143849.1	ENST00000405198.6	0	2927
PB.143849.1	ENST00000432560.6	256	2927
PB.143849.1	PB.88800.3	256	2927
PB.143849.1	PB.130867.3	256	2926
PB.143849.1	PB.124787.2	256	2926
PB.143849.1	PB.137340.2	256	2926
PB.88800.4	ENST00000432560.6	0	3718
PB.88800.4	ENST00000405198.6	256	3718
PB.88800.4	PB.88800.3	256	3718
PB.88800.4	ENST00000357586.7	256	3647
PB.88800.4	PB.88800.1	256	3572
