artifact	assigned_transcript	rescue_mode	origin	reintroduced
PB.143866.6	PB.164576.2	ml_mapping	lr_defined	no
PB.143873.2	PB.157472.2	ml_mapping	lr_defined	no
PB.143874.1	ENST00000216127.5	ml_mapping	reference	yes
PB.143875.1	PB.130888.1	ml_mapping	lr_defined	no
PB.143879.2	PB.8689.3	ml_mapping	lr_defined	no
PB.143883.10	PB.143883.7	ml_mapping	lr_defined	no
PB.143883.11	PB.143883.7	ml_mapping	lr_defined	no
PB.143883.2	PB.143883.7	ml_mapping	lr_defined	no
PB.143883.4	PB.157478.1	ml_mapping	lr_defined	no
PB.143883.5	PB.143883.7	ml_mapping	lr_defined	no
PB.143883.8	PB.143883.7	ml_mapping	lr_defined	no
PB.143883.9	PB.143883.7	ml_mapping	lr_defined	no
PB.143885.1	ENST00000407319.7	ml_mapping	reference	yes
PB.143885.2	ENST00000407319.7	ml_mapping	reference	no
PB.143894.1	PB.137381.3	ml_mapping	lr_defined	no
PB.143901.1	ENST00000248929.14	ml_mapping	reference	yes
PB.143901.9	PB.137387.7	ml_mapping	lr_defined	no
PB.143902.1	PB.8707.2	ml_mapping	lr_defined	no
PB.143905.1	ENST00000263253.9	ml_mapping	reference	yes
PB.143907.3	ENST00000356244.8	ml_mapping	reference	no
PB.143910.1	PB.157504.1	ml_mapping	lr_defined	no
PB.143910.3	PB.157504.1	ml_mapping	lr_defined	no
PB.143910.4	PB.157504.1	ml_mapping	lr_defined	no
PB.143910.5	PB.157504.1	ml_mapping	lr_defined	no
PB.143910.6	PB.157504.1	ml_mapping	lr_defined	no
PB.143911.1	ENST00000263256.7	ml_mapping	reference	no
PB.143919.1	PB.130935.3	ml_mapping	lr_defined	no
PB.143919.2	PB.130935.3	ml_mapping	lr_defined	no
PB.143921.1	ENST00000338758.12	ml_mapping	reference	no
PB.143931.1	PB.150620.3	ml_mapping	lr_defined	no
PB.143931.2	PB.150620.3	ml_mapping	lr_defined	no
PB.143932.3	PB.150621.1	ml_mapping	lr_defined	no
PB.143938.3	PB.143938.4	ml_mapping	lr_defined	no
PB.143940.1	PB.130960.4	ml_mapping	lr_defined	no
PB.143941.2	PB.124871.3	ml_mapping	lr_defined	no
PB.143942.1	PB.124873.1	ml_mapping	lr_defined	no
PB.150483.1	ENST00000399744.8	ml_mapping	reference	yes
PB.150492.3	ENST00000252136.12	ml_mapping	reference	no
PB.150492.4	ENST00000252136.12	ml_mapping	reference	no
PB.150492.5	PB.143812.5	ml_mapping	lr_defined	no
PB.150492.8	PB.143812.5	ml_mapping	lr_defined	no
PB.150495.1	PB.157402.1	ml_mapping	lr_defined	no
PB.150496.1	PB.130835.4	ml_mapping	lr_defined	no
PB.150496.2	PB.130835.4	ml_mapping	lr_defined	no
PB.150503.1	ENST00000486209.5	ml_mapping	reference	yes
PB.150503.2	ENST00000610959.4	ml_mapping	reference	yes
PB.150505.4	PB.124765.2	ml_mapping	lr_defined	no
PB.150505.5	PB.150505.1	ml_mapping	lr_defined	no
PB.150507.2	PB.143826.5	ml_mapping	lr_defined	no
PB.150514.1	ENST00000444995.7	ml_mapping	reference	yes
PB.150519.1	PB.88792.1	ml_mapping	lr_defined	no
PB.150519.3	PB.88792.1	ml_mapping	lr_defined	no
PB.150520.1	ENST00000397906.6	ml_mapping	reference	yes
PB.150527.2	PB.88800.1	ml_mapping	lr_defined	no
PB.150528.1	PB.164559.2	ml_mapping	lr_defined	no
PB.150530.2	PB.143852.2	ml_mapping	lr_defined	no
PB.150530.3	PB.143852.6	ml_mapping	lr_defined	no
PB.150530.4	PB.143852.6	ml_mapping	lr_defined	no
PB.150530.5	PB.143852.2	ml_mapping	lr_defined	no
PB.150530.6	PB.143852.6	ml_mapping	lr_defined	no
PB.150530.7	PB.143852.2	ml_mapping	lr_defined	no
PB.150530.8	PB.143852.6	ml_mapping	lr_defined	no
PB.150533.1	ENST00000405659.5	ml_mapping	reference	yes
PB.150534.3	PB.137344.2	ml_mapping	lr_defined	no
PB.150535.2	PB.68251.1	ml_mapping	lr_defined	no
PB.150537.4	PB.30431.2	ml_mapping	lr_defined	no
PB.150537.5	PB.60643.4	ml_mapping	lr_defined	no
PB.150541.1	ENST00000644773.2	ml_mapping	reference	yes
PB.150543.1	PB.130875.5	ml_mapping	lr_defined	no
PB.150543.2	PB.130875.5	ml_mapping	lr_defined	no
PB.150543.3	PB.130875.5	ml_mapping	lr_defined	no
PB.150544.1	ENST00000326132.11	ml_mapping	reference	no
PB.150546.1	ENST00000351933.8	ml_mapping	reference	no
PB.150546.2	ENST00000351933.8	ml_mapping	reference	no
PB.150548.1	PB.164576.2	ml_mapping	lr_defined	no
PB.150548.2	PB.164576.2	ml_mapping	lr_defined	no
PB.150548.3	PB.164576.2	ml_mapping	lr_defined	no
PB.150548.4	PB.164576.2	ml_mapping	lr_defined	no
PB.150548.5	PB.164576.2	ml_mapping	lr_defined	no
PB.150548.6	PB.164576.2	ml_mapping	lr_defined	no
PB.150550.1	PB.157472.2	ml_mapping	lr_defined	no
PB.150553.1	PB.45451.1	ml_mapping	lr_defined	no
PB.150558.2	PB.137369.1	ml_mapping	lr_defined	no
PB.150561.1	PB.143883.7	ml_mapping	lr_defined	no
PB.150561.2	PB.143883.7	ml_mapping	lr_defined	no
PB.150561.3	PB.143883.7	ml_mapping	lr_defined	no
PB.150567.1	PB.150567.3	ml_mapping	lr_defined	no
PB.150567.2	PB.150567.3	ml_mapping	lr_defined	no
PB.150567.4	PB.150567.3	ml_mapping	lr_defined	no
PB.150569.1	PB.150569.2	ml_mapping	lr_defined	no
PB.150578.1	PB.137381.3	ml_mapping	lr_defined	no
PB.150578.3	PB.137381.3	ml_mapping	lr_defined	no
PB.150582.1	ENST00000331163.11	ml_mapping	reference	yes
PB.150586.1	PB.150586.6	ml_mapping	lr_defined	no
PB.150586.2	PB.150586.4	ml_mapping	lr_defined	no
PB.150586.5	PB.150586.6	ml_mapping	lr_defined	no
PB.150592.1	ENST00000455915.6	ml_mapping	reference	no
PB.150592.3	ENST00000356244.8	ml_mapping	reference	no
PB.150592.4	ENST00000455915.6	ml_mapping	reference	no
PB.150593.1	ENST00000352645.5	ml_mapping	reference	yes
PB.150597.1	PB.124841.2	ml_mapping	lr_defined	no
PB.150599.1	ENST00000263256.7	ml_mapping	reference	no
PB.150604.2	ENST00000323013.7	ml_mapping	reference	no
PB.150606.1	ENST00000263245.10	ml_mapping	reference	yes
PB.150608.1	PB.68334.2	ml_mapping	lr_defined	no
PB.150609.1	PB.130937.2	ml_mapping	lr_defined	no
PB.150609.3	PB.130937.2	ml_mapping	lr_defined	no
PB.150609.4	PB.130937.2	ml_mapping	lr_defined	no
PB.150610.1	ENST00000216180.8	ml_mapping	reference	yes
PB.150615.2	ENST00000336156.10	ml_mapping	reference	yes
PB.150617.1	ENST00000327858.11	ml_mapping	reference	yes
PB.150620.2	PB.150620.3	ml_mapping	lr_defined	no
PB.150622.1	PB.150622.2	ml_mapping	lr_defined	no
PB.150622.3	PB.143933.1	ml_mapping	lr_defined	no
PB.150626.1	ENST00000426452.2	ml_mapping	reference	yes
PB.150627.1	PB.164646.1	ml_mapping	lr_defined	no
PB.150628.2	PB.8729.2	ml_mapping	lr_defined	no
PB.150632.3	PB.143938.2	ml_mapping	lr_defined	no
PB.150632.6	PB.143938.4	ml_mapping	lr_defined	no
PB.150632.7	PB.143938.2	ml_mapping	lr_defined	no
PB.150634.1	PB.124869.4	ml_mapping	lr_defined	no
PB.150637.1	PB.130963.2	ml_mapping	lr_defined	no
PB.150637.2	PB.130963.9	ml_mapping	lr_defined	no
PB.150637.3	PB.130963.6	ml_mapping	lr_defined	no
PB.150637.6	PB.130963.9	ml_mapping	lr_defined	no
PB.150638.1	PB.124873.1	ml_mapping	lr_defined	no
PB.15672.2	PB.164508.1	ml_mapping	lr_defined	no
PB.15679.1	PB.157393.1	ml_mapping	lr_defined	no
PB.15682.3	PB.164521.1	ml_mapping	lr_defined	no
PB.15682.4	PB.22989.3	ml_mapping	lr_defined	no
PB.15684.4	PB.157398.1	ml_mapping	lr_defined	no
PB.15684.5	PB.157398.1	ml_mapping	lr_defined	no
PB.15684.6	PB.157398.1	ml_mapping	lr_defined	no
PB.15684.8	PB.157398.1	ml_mapping	lr_defined	no
PB.15686.1	PB.130833.1	ml_mapping	lr_defined	no
PB.15687.1	PB.157402.1	ml_mapping	lr_defined	no
PB.15691.1	ENST00000399163.6	ml_mapping	reference	yes
PB.15697.1	ENST00000342192.9	ml_mapping	reference	no
PB.15712.1	PB.164547.7	ml_mapping	lr_defined	no
PB.15712.3	PB.164547.7	ml_mapping	lr_defined	no
PB.15712.6	PB.164547.9	ml_mapping	lr_defined	no
PB.15712.7	PB.164547.9	ml_mapping	lr_defined	no
PB.15712.8	PB.164547.7	ml_mapping	lr_defined	no
PB.15723.4	PB.164557.1	ml_mapping	lr_defined	no
PB.15723.8	PB.164557.1	ml_mapping	lr_defined	no
PB.15724.1	PB.157443.2	ml_mapping	lr_defined	no
PB.15725.1	ENST00000432560.6	ml_mapping	reference	yes
PB.15725.1	ENST00000405198.6	ml_mapping	reference	yes
PB.15728.2	PB.164561.1	ml_mapping	lr_defined	no
PB.15728.4	PB.164561.1	ml_mapping	lr_defined	no
PB.157382.1	ENST00000319363.11	ml_mapping	reference	no
PB.157383.1	ENST00000319363.11	ml_mapping	reference	no
PB.157385.1	PB.130819.6	ml_mapping	lr_defined	no
PB.157395.2	ENST00000405640.1	ml_mapping	reference	yes
PB.157395.3	PB.164520.1	ml_mapping	lr_defined	no
PB.157398.3	PB.164523.4	ml_mapping	lr_defined	no
PB.157398.4	PB.157398.1	ml_mapping	lr_defined	no
PB.157398.7	PB.150492.6	ml_mapping	lr_defined	no
PB.15740.1	PB.130875.5	ml_mapping	lr_defined	no
PB.157400.1	PB.130833.1	ml_mapping	lr_defined	no
PB.157403.1	PB.130835.4	ml_mapping	lr_defined	no
PB.157403.2	PB.130835.4	ml_mapping	lr_defined	no
PB.157403.3	PB.130835.4	ml_mapping	lr_defined	no
PB.157411.1	ENST00000486209.5	ml_mapping	reference	no
PB.157414.1	PB.150505.2	ml_mapping	lr_defined	no
PB.157417.1	ENST00000263212.10	ml_mapping	reference	yes
PB.157421.2	ENST00000398319.6	ml_mapping	reference	no
PB.157421.3	PB.157421.1	ml_mapping	lr_defined	no
PB.157421.4	PB.3820.1	ml_mapping	lr_defined	no
PB.157425.1	PB.157425.3	ml_mapping	lr_defined	no
PB.157425.2	PB.157425.3	ml_mapping	lr_defined	no
PB.157425.4	PB.157425.3	ml_mapping	lr_defined	no
PB.157427.3	PB.164547.9	ml_mapping	lr_defined	no
PB.157427.5	PB.164547.8	ml_mapping	lr_defined	no
PB.157427.6	PB.164547.7	ml_mapping	lr_defined	no
PB.157427.7	PB.164547.7	ml_mapping	lr_defined	no
PB.157433.1	PB.88792.1	ml_mapping	lr_defined	no
PB.157433.2	PB.88792.1	ml_mapping	lr_defined	no
PB.157435.1	ENST00000397906.6	ml_mapping	reference	no
PB.15744.1	ENST00000440456.5	ml_mapping	reference	yes
PB.157441.2	PB.137337.3	ml_mapping	lr_defined	no
PB.157442.3	PB.164557.1	ml_mapping	lr_defined	no
PB.157445.1	PB.88800.3	ml_mapping	lr_defined	no
PB.157447.2	PB.157447.1	ml_mapping	lr_defined	no
PB.157450.1	PB.143852.2	ml_mapping	lr_defined	no
PB.157450.2	PB.143852.2	ml_mapping	lr_defined	no
PB.157451.1	PB.88801.1	ml_mapping	lr_defined	no
PB.157451.2	PB.88801.1	ml_mapping	lr_defined	no
PB.157454.1	ENST00000255858.12	ml_mapping	reference	yes
PB.157456.1	PB.157456.2	ml_mapping	lr_defined	no
PB.157457.2	ENST00000334679.4	ml_mapping	reference	no
PB.157457.3	ENST00000334679.4	ml_mapping	reference	no
PB.157461.1	ENST00000326132.11	ml_mapping	reference	no
PB.157461.2	ENST00000326132.11	ml_mapping	reference	no
PB.157465.1	PB.164576.2	ml_mapping	lr_defined	no
PB.157465.2	PB.164576.2	ml_mapping	lr_defined	no
PB.157465.3	PB.164576.2	ml_mapping	lr_defined	no
PB.157465.4	PB.164576.2	ml_mapping	lr_defined	no
PB.157465.5	PB.164576.2	ml_mapping	lr_defined	no
PB.157468.1	PB.88809.1	ml_mapping	lr_defined	no
PB.15747.2	PB.164576.2	ml_mapping	lr_defined	no
PB.15747.3	PB.164576.2	ml_mapping	lr_defined	no
PB.15747.4	PB.164576.2	ml_mapping	lr_defined	no
PB.15747.5	PB.164576.2	ml_mapping	lr_defined	no
PB.157471.1	PB.164580.1	ml_mapping	lr_defined	no
PB.157471.2	PB.164580.1	ml_mapping	lr_defined	no
PB.157472.3	PB.157472.2	ml_mapping	lr_defined	no
PB.157473.2	ENST00000358502.10	ml_mapping	reference	yes
PB.157476.1	PB.137370.1	ml_mapping	lr_defined	no
PB.157478.2	PB.157478.1	ml_mapping	lr_defined	no
PB.157478.4	PB.143883.7	ml_mapping	lr_defined	no
PB.157479.3	PB.157479.1	ml_mapping	lr_defined	no
PB.157480.1	PB.157480.3	ml_mapping	lr_defined	no
PB.157483.1	PB.150569.3	ml_mapping	lr_defined	no
PB.157489.1	PB.137381.3	ml_mapping	lr_defined	no
PB.157495.1	PB.143901.2	ml_mapping	lr_defined	no
PB.157495.2	PB.143901.3	ml_mapping	lr_defined	no
PB.157495.3	PB.150586.4	ml_mapping	lr_defined	no
PB.15750.1	PB.23050.1	ml_mapping	lr_defined	no
PB.157503.1	ENST00000352645.5	ml_mapping	reference	no
PB.157504.2	PB.157504.1	ml_mapping	lr_defined	no
PB.157504.3	PB.157504.1	ml_mapping	lr_defined	no
PB.157504.4	PB.157504.1	ml_mapping	lr_defined	no
PB.157504.5	PB.157504.1	ml_mapping	lr_defined	no
PB.157506.1	PB.96193.1	ml_mapping	lr_defined	no
PB.157508.1	PB.103799.5	ml_mapping	lr_defined	no
PB.15751.1	PB.164580.1	ml_mapping	lr_defined	no
PB.15751.4	PB.164580.1	ml_mapping	lr_defined	no
PB.157512.1	PB.8715.6	ml_mapping	lr_defined	no
PB.157515.1	PB.164625.1	ml_mapping	lr_defined	no
PB.157517.1	PB.37960.3	ml_mapping	lr_defined	no
PB.157519.1	PB.164627.2	ml_mapping	lr_defined	no
PB.157520.1	ENST00000263245.10	ml_mapping	reference	no
PB.157520.3	ENST00000263245.10	ml_mapping	reference	no
PB.157520.4	ENST00000263245.10	ml_mapping	reference	no
PB.157522.1	PB.130937.2	ml_mapping	lr_defined	no
PB.157522.3	PB.130937.2	ml_mapping	lr_defined	no
PB.157523.2	PB.23109.1	ml_mapping	lr_defined	no
PB.157527.2	ENST00000336156.10	ml_mapping	reference	no
PB.157531.1	PB.150620.3	ml_mapping	lr_defined	no
PB.157532.1	PB.150621.1	ml_mapping	lr_defined	no
PB.157540.1	PB.164650.3	ml_mapping	lr_defined	no
PB.157541.2	PB.157541.1	ml_mapping	lr_defined	no
PB.157542.3	PB.157542.1	ml_mapping	lr_defined	no
PB.157542.6	PB.157542.1	ml_mapping	lr_defined	no
PB.157544.1	PB.130960.4	ml_mapping	lr_defined	no
PB.157546.1	PB.130963.9	ml_mapping	lr_defined	no
PB.157546.2	PB.130963.9	ml_mapping	lr_defined	no
PB.157546.3	PB.130963.6	ml_mapping	lr_defined	no
PB.157546.4	PB.130963.9	ml_mapping	lr_defined	no
PB.157546.5	PB.130963.9	ml_mapping	lr_defined	no
PB.157546.6	PB.130963.6	ml_mapping	lr_defined	no
PB.157547.2	PB.164660.1	ml_mapping	lr_defined	no
PB.15756.2	PB.23054.1	ml_mapping	lr_defined	no
PB.15757.1	PB.143876.1	ml_mapping	lr_defined	no
PB.15760.1	PB.8689.3	ml_mapping	lr_defined	no
PB.15761.1	PB.130894.1	ml_mapping	lr_defined	no
PB.15764.1	PB.37910.2	ml_mapping	lr_defined	no
PB.15766.2	PB.23065.1	ml_mapping	lr_defined	no
PB.15768.3	PB.124820.1	ml_mapping	lr_defined	no
PB.15770.1	PB.60675.3	ml_mapping	lr_defined	no
PB.15771.1	ENST00000215941.9	ml_mapping	reference	yes
PB.15774.3	PB.150569.2	ml_mapping	lr_defined	no
PB.15775.1	PB.157484.1	ml_mapping	lr_defined	no
PB.15780.1	ENST00000361441.5	ml_mapping	reference	yes
PB.15791.1	ENST00000357137.9	ml_mapping	reference	yes
PB.15798.2	ENST00000355209.9	ml_mapping	reference	no
PB.15801.1	ENST00000656592.1	ml_mapping	reference	yes
PB.15805.1	ENST00000381348.4	ml_mapping	reference	yes
PB.15808.1	PB.37959.2	ml_mapping	lr_defined	no
PB.15808.2	PB.150604.3	ml_mapping	lr_defined	no
PB.15809.2	PB.37960.3	ml_mapping	lr_defined	no
PB.15813.1	PB.130937.2	ml_mapping	lr_defined	no
PB.15814.3	PB.23109.1	ml_mapping	lr_defined	no
PB.15817.1	ENST00000441876.7	ml_mapping	reference	no
PB.15824.1	PB.8726.1	ml_mapping	lr_defined	no
PB.15828.1	PB.164650.1	ml_mapping	lr_defined	no
PB.15828.3	PB.164650.1	ml_mapping	lr_defined	no
PB.15829.2	PB.164653.3	ml_mapping	lr_defined	no
PB.15829.3	PB.164653.3	ml_mapping	lr_defined	no
PB.15829.4	PB.164653.1	ml_mapping	lr_defined	no
PB.15832.1	PB.157542.1	ml_mapping	lr_defined	no
PB.15832.3	ENST00000626012.2	ml_mapping	reference	yes
PB.15832.5	PB.157542.1	ml_mapping	lr_defined	no
PB.15832.6	ENST00000626012.2	ml_mapping	reference	no
PB.15836.2	PB.130963.9	ml_mapping	lr_defined	no
PB.15839.1	ENST00000405237.7	ml_mapping	reference	yes
PB.164508.2	PB.137290.2	ml_mapping	lr_defined	no
PB.164508.3	PB.137290.2	ml_mapping	lr_defined	no
PB.164521.3	PB.22989.3	ml_mapping	lr_defined	no
PB.164521.4	PB.15682.5	ml_mapping	lr_defined	no
PB.164523.1	PB.157398.1	ml_mapping	lr_defined	no
PB.164523.3	PB.157398.1	ml_mapping	lr_defined	no
PB.164524.1	PB.130833.1	ml_mapping	lr_defined	no
PB.164526.1	PB.157402.1	ml_mapping	lr_defined	no
PB.164527.1	PB.130835.4	ml_mapping	lr_defined	no
PB.164534.1	ENST00000610959.4	ml_mapping	reference	no
PB.164540.1	PB.143828.1	ml_mapping	lr_defined	no
PB.164543.1	PB.3820.1	ml_mapping	lr_defined	no
PB.164546.1	ENST00000215829.8	ml_mapping	reference	yes
PB.164547.1	PB.164547.8	ml_mapping	lr_defined	no
PB.164547.10	PB.164547.9	ml_mapping	lr_defined	no
PB.164547.11	PB.164547.7	ml_mapping	lr_defined	no
PB.164547.2	PB.164547.7	ml_mapping	lr_defined	no
PB.164547.3	PB.164547.8	ml_mapping	lr_defined	no
PB.164547.5	PB.164547.4	ml_mapping	lr_defined	no
PB.164547.6	PB.164547.9	ml_mapping	lr_defined	no
PB.164549.1	PB.103724.1	ml_mapping	lr_defined	no
PB.164553.2	PB.88792.1	ml_mapping	lr_defined	no
PB.164557.2	PB.164557.1	ml_mapping	lr_defined	no
PB.164557.5	PB.164557.1	ml_mapping	lr_defined	no
PB.164558.3	PB.157443.2	ml_mapping	lr_defined	no
PB.164558.4	PB.157443.2	ml_mapping	lr_defined	no
PB.164559.1	PB.164559.2	ml_mapping	lr_defined	no
PB.164559.4	PB.164559.3	ml_mapping	lr_defined	no
PB.164564.1	PB.150532.1	ml_mapping	lr_defined	no
PB.164569.1	PB.130875.5	ml_mapping	lr_defined	no
PB.164570.1	ENST00000326132.11	ml_mapping	reference	no
PB.164574.1	ENST00000397523.5	ml_mapping	reference	no
PB.164576.1	PB.164576.2	ml_mapping	lr_defined	no
PB.164580.2	PB.164580.1	ml_mapping	lr_defined	no
PB.164581.1	PB.157472.2	ml_mapping	lr_defined	no
PB.164581.2	PB.157472.2	ml_mapping	lr_defined	no
PB.164581.3	PB.157472.2	ml_mapping	lr_defined	no
PB.164585.1	PB.143876.1	ml_mapping	lr_defined	no
PB.164592.1	ENST00000215941.9	ml_mapping	reference	no
PB.164594.1	PB.23075.1	ml_mapping	lr_defined	no
PB.164606.1	ENST00000331163.11	ml_mapping	reference	no
PB.164606.2	ENST00000331163.11	ml_mapping	reference	no
PB.164624.1	PB.157513.1	ml_mapping	lr_defined	no
PB.164625.3	PB.37960.3	ml_mapping	lr_defined	no
PB.164632.1	PB.130937.2	ml_mapping	lr_defined	no
PB.164632.3	PB.130937.2	ml_mapping	lr_defined	no
PB.164635.3	PB.15816.1	ml_mapping	lr_defined	no
PB.164636.1	ENST00000441876.7	ml_mapping	reference	no
PB.164637.1	ENST00000252934.10	ml_mapping	reference	yes
PB.164643.1	PB.143933.1	ml_mapping	lr_defined	no
PB.164650.4	PB.164650.2	ml_mapping	lr_defined	no
PB.164653.2	PB.157541.1	ml_mapping	lr_defined	no
PB.164653.4	PB.164653.3	ml_mapping	lr_defined	no
PB.164653.6	PB.157541.1	ml_mapping	lr_defined	no
PB.164653.7	PB.157541.1	ml_mapping	lr_defined	no
PB.164654.1	PB.3876.6	ml_mapping	lr_defined	no
PB.164655.1	PB.150632.2	ml_mapping	lr_defined	no
PB.164655.2	PB.157542.1	ml_mapping	lr_defined	no
PB.164655.3	PB.157542.1	ml_mapping	lr_defined	no
PB.164655.4	PB.157542.1	ml_mapping	lr_defined	no
PB.164655.5	ENST00000626012.2	ml_mapping	reference	no
PB.164655.7	PB.157542.1	ml_mapping	lr_defined	no
PB.164655.8	PB.157542.1	ml_mapping	lr_defined	no
PB.164655.9	ENST00000626012.2	ml_mapping	reference	no
PB.164658.1	PB.130963.9	ml_mapping	lr_defined	no
PB.164658.4	PB.130963.9	ml_mapping	lr_defined	no
PB.164658.5	PB.130963.6	ml_mapping	lr_defined	no
PB.164658.6	PB.130963.6	ml_mapping	lr_defined	no
PB.164660.2	PB.130966.1	ml_mapping	lr_defined	no
PB.22970.1	PB.37826.1	ml_mapping	lr_defined	no
PB.22979.1	PB.45365.1	ml_mapping	lr_defined	no
PB.22984.1	PB.83107.2	ml_mapping	lr_defined	no
PB.22985.1	PB.30374.8	ml_mapping	lr_defined	no
PB.22986.1	PB.164519.2	ml_mapping	lr_defined	no
PB.22986.2	PB.164519.2	ml_mapping	lr_defined	no
PB.22988.1	ENST00000263207.8	ml_mapping	reference	no
PB.22989.2	PB.15682.1	ml_mapping	lr_defined	no
PB.22989.4	ENST00000432883.5	ml_mapping	reference	yes
PB.22989.5	ENST00000432883.5	ml_mapping	reference	no
PB.22989.6	PB.22989.3	ml_mapping	lr_defined	no
PB.22989.7	PB.22989.3	ml_mapping	lr_defined	no
PB.22992.1	PB.157398.1	ml_mapping	lr_defined	no
PB.22996.1	PB.124756.5	ml_mapping	lr_defined	no
PB.23004.1	ENST00000486209.5	ml_mapping	reference	no
PB.23012.2	PB.143828.1	ml_mapping	lr_defined	no
PB.23016.1	ENST00000215743.8	ml_mapping	reference	yes
PB.23017.1	PB.3820.1	ml_mapping	lr_defined	no
PB.23018.1	ENST00000327365.10	ml_mapping	reference	yes
PB.23021.1	PB.164547.7	ml_mapping	lr_defined	no
PB.23021.2	PB.164547.7	ml_mapping	lr_defined	no
PB.23021.3	PB.164547.7	ml_mapping	lr_defined	no
PB.23029.4	PB.164557.1	ml_mapping	lr_defined	no
PB.23029.6	PB.164557.1	ml_mapping	lr_defined	no
PB.23034.1	PB.52947.1	ml_mapping	lr_defined	no
PB.23036.1	PB.15734.1	ml_mapping	lr_defined	no
PB.23036.3	PB.30431.2	ml_mapping	lr_defined	no
PB.23041.1	ENST00000404390.7	ml_mapping	reference	no
PB.23045.2	PB.164573.2	ml_mapping	lr_defined	no
PB.23047.1	PB.164576.2	ml_mapping	lr_defined	no
PB.23047.2	PB.164576.2	ml_mapping	lr_defined	no
PB.23049.1	PB.23049.3	ml_mapping	lr_defined	no
PB.23052.1	PB.164580.1	ml_mapping	lr_defined	no
PB.23054.2	PB.23054.1	ml_mapping	lr_defined	no
PB.23056.2	PB.45451.1	ml_mapping	lr_defined	no
PB.23057.1	PB.143876.1	ml_mapping	lr_defined	no
PB.23057.3	PB.143876.1	ml_mapping	lr_defined	no
PB.23058.1	PB.3841.13	ml_mapping	lr_defined	no
PB.23061.1	PB.137368.1	ml_mapping	lr_defined	no
PB.23066.1	PB.143883.7	ml_mapping	lr_defined	no
PB.23067.1	PB.157480.3	ml_mapping	lr_defined	no
PB.23070.1	PB.37921.1	ml_mapping	lr_defined	no
PB.23072.2	PB.150567.3	ml_mapping	lr_defined	no
PB.23078.2	PB.150569.2	ml_mapping	lr_defined	no
PB.23089.1	ENST00000435456.7	ml_mapping	reference	yes
PB.23096.1	ENST00000263256.7	ml_mapping	reference	no
PB.23097.2	PB.23097.1	ml_mapping	lr_defined	no
PB.23097.3	PB.23097.1	ml_mapping	lr_defined	no
PB.23097.5	PB.23097.1	ml_mapping	lr_defined	no
PB.23103.1	ENST00000327678.10	ml_mapping	reference	yes
PB.23106.2	PB.137403.1	ml_mapping	lr_defined	no
PB.23117.1	ENST00000441876.7	ml_mapping	reference	no
PB.23127.1	PB.164650.1	ml_mapping	lr_defined	no
PB.23130.1	ENST00000626012.2	ml_mapping	reference	no
PB.23130.2	PB.164655.6	ml_mapping	lr_defined	no
PB.23133.1	ENST00000413817.8	ml_mapping	reference	no
PB.23137.1	PB.30538.1	ml_mapping	lr_defined	no
PB.23138.3	ENST00000420993.7	ml_mapping	reference	no
PB.23139.1	PB.45531.1	ml_mapping	lr_defined	no
PB.23143.1	PB.23143.3	ml_mapping	lr_defined	no
PB.30357.1	PB.137290.2	ml_mapping	lr_defined	no
PB.30357.3	PB.164508.1	ml_mapping	lr_defined	no
PB.30360.1	PB.37826.1	ml_mapping	lr_defined	no
PB.30361.1	PB.130819.4	ml_mapping	lr_defined	no
PB.30362.1	PB.130819.4	ml_mapping	lr_defined	no
PB.30368.1	PB.137296.4	ml_mapping	lr_defined	no
PB.30369.1	PB.45365.1	ml_mapping	lr_defined	no
PB.30374.1	ENST00000263201.7	ml_mapping	reference	yes
PB.30375.1	PB.30375.3	ml_mapping	lr_defined	no
PB.30378.1	ENST00000432883.5	ml_mapping	reference	no
PB.30378.2	PB.22989.3	ml_mapping	lr_defined	no
PB.30378.3	PB.15682.1	ml_mapping	lr_defined	no
PB.30378.4	PB.30378.6	ml_mapping	lr_defined	no
PB.30378.5	ENST00000432883.5	ml_mapping	reference	no
PB.30378.7	PB.164521.1	ml_mapping	lr_defined	no
PB.30383.1	ENST00000043402.8	ml_mapping	reference	yes
PB.30409.2	PB.164547.7	ml_mapping	lr_defined	no
PB.30412.1	PB.37869.1	ml_mapping	lr_defined	no
PB.30412.2	PB.37869.1	ml_mapping	lr_defined	no
PB.30413.1	PB.88792.1	ml_mapping	lr_defined	no
PB.30417.2	PB.30417.1	ml_mapping	lr_defined	no
PB.30418.2	PB.164557.1	ml_mapping	lr_defined	no
PB.30418.3	PB.164557.1	ml_mapping	lr_defined	no
PB.30418.4	PB.164557.1	ml_mapping	lr_defined	no
PB.30419.1	PB.37876.1	ml_mapping	lr_defined	no
PB.30419.2	PB.37876.1	ml_mapping	lr_defined	no
PB.30419.3	PB.37876.1	ml_mapping	lr_defined	no
PB.30420.1	ENST00000405198.6	ml_mapping	reference	no
PB.30422.1	PB.30422.2	ml_mapping	lr_defined	no
PB.30422.3	PB.30422.2	ml_mapping	lr_defined	no
PB.30432.1	PB.88804.3	ml_mapping	lr_defined	no
PB.30434.1	ENST00000333137.12	ml_mapping	reference	yes
PB.30439.1	PB.164576.2	ml_mapping	lr_defined	no
PB.30440.1	PB.3836.1	ml_mapping	lr_defined	no
PB.30442.1	PB.23049.3	ml_mapping	lr_defined	no
PB.30447.1	PB.164580.1	ml_mapping	lr_defined	no
