rescue_candidate	mapping_hit	alignment_type	alignment_score
PB.143826.1	PB.137316.2	256	2667
PB.143826.1	ENST00000398793.6	256	2663
PB.124768.1	PB.143826.5	0	1911
PB.124768.1	ENST00000357179.10	256	1911
PB.124768.1	PB.137316.2	256	1853
PB.124768.1	ENST00000398793.6	256	1849
PB.137316.3	PB.137316.2	0	2775
PB.137316.3	ENST00000357179.10	256	2775
PB.137316.3	PB.143826.5	256	2772
PB.137316.3	ENST00000398793.6	256	2771
PB.88777.3	ENST00000357179.10	0	1475
PB.88777.3	PB.143826.5	256	1472
PB.88777.3	PB.137316.2	256	1418
PB.88777.3	ENST00000398793.6	256	1414
PB.143826.3	PB.143826.5	0	2571
PB.143826.3	ENST00000357179.10	256	2570
PB.143826.3	PB.137316.2	256	2513
PB.143826.3	ENST00000398793.6	256	2509
PB.88777.2	PB.143826.5	0	1531
PB.88777.2	ENST00000357179.10	256	1530
PB.88777.2	PB.137316.2	256	1473
PB.88777.2	ENST00000398793.6	256	1469
PB.88777.4	PB.143826.5	0	1803
PB.88777.4	ENST00000357179.10	256	1802
PB.88777.4	PB.137316.2	256	1745
PB.88777.4	ENST00000398793.6	256	1741
PB.8656.2	ENST00000357179.10	0	1421
PB.8656.2	PB.143826.5	256	1421
PB.8656.2	PB.137316.2	256	1364
PB.8656.2	ENST00000398793.6	256	1361
PB.88777.5	PB.143826.5	0	1111
PB.88777.5	ENST00000357179.10	256	1109
PB.88777.5	PB.137316.2	256	1052
PB.88777.5	ENST00000398793.6	256	1049
PB.150507.1	PB.137316.2	0	2390
PB.150507.1	ENST00000398793.6	256	2387
PB.150507.1	ENST00000357179.10	256	2354
PB.150507.1	PB.143826.5	256	2352
PB.143826.4	PB.137316.2	0	2775
PB.143826.4	ENST00000357179.10	256	2773
PB.143826.4	ENST00000398793.6	256	2773
PB.143826.4	PB.143826.5	256	2772
PB.137316.5	ENST00000398793.6	0	1233
PB.137316.5	PB.137316.2	256	1233
PB.137316.5	ENST00000357179.10	256	1233
PB.137316.5	PB.143826.5	256	1233
PB.137316.5	PB.45395.2	256	1826
PB.137316.5	PB.52921.1	256	1703
PB.88777.6	PB.137316.2	0	1776
PB.88777.6	ENST00000398793.6	256	1776
PB.88777.6	PB.143826.5	256	1740
PB.88777.6	ENST00000357179.10	256	1740
PB.150507.2	PB.143826.5	0	2666
PB.150507.2	ENST00000357179.10	256	2666
PB.150507.2	ENST00000398793.6	256	2616
PB.150507.2	PB.137316.2	256	2616
PB.137316.4	ENST00000398793.6	0	2662
PB.137316.4	ENST00000357179.10	256	2662
PB.137316.4	PB.143826.5	256	2662
PB.137316.4	PB.137316.2	256	2662
PB.130844.1	PB.137316.2	0	700
PB.130844.1	ENST00000357179.10	256	700
PB.130844.1	ENST00000398793.6	256	700
PB.130844.1	PB.143826.5	256	700
PB.130844.1	PB.45395.2	256	1763
PB.130844.1	PB.52921.1	256	1702
PB.45396.1	PB.130846.1	0	1859
PB.45396.1	ENST00000302097.3	256	1859
PB.23012.2	PB.15703.1	0	2034
PB.23012.2	ENST00000398741.5	256	2034
PB.23012.2	ENST00000405655.8	256	1989
PB.23012.2	PB.23012.4	256	1985
PB.23012.2	PB.164540.1	256	2010
PB.23012.2	ENST00000543184.5	256	2010
PB.37860.2	ENST00000398743.6	0	1847
PB.37860.2	PB.15703.3	256	1847
PB.37860.2	PB.23012.1	256	1732
PB.37860.2	PB.15703.1	256	1729
PB.37860.2	ENST00000398741.5	256	1729
PB.37860.2	ENST00000405655.8	256	1661
PB.37860.4	ENST00000398743.6	0	1906
PB.37860.4	PB.23012.4	256	1906
PB.37860.4	PB.164540.1	256	1906
PB.37860.4	ENST00000543184.5	256	1906
PB.37860.4	ENST00000405655.8	256	1906
PB.37860.4	PB.15703.3	256	1906
PB.124770.1	ENST00000263116.8	0	3605
PB.124770.1	PB.124770.2	256	3605
PB.124770.1	PB.130848.1	256	3123
PB.124770.3	ENST00000263116.8	0	3499
PB.124770.3	PB.124770.2	256	3499
PB.124770.3	PB.130848.1	256	3188
PB.88779.2	ENST00000263116.8	0	3598
PB.88779.2	PB.124770.2	256	3597
PB.88779.2	PB.130848.1	256	3189
PB.83137.1	PB.52927.1	0	972
PB.83137.1	ENST00000626825.1	256	955
PB.83137.1	PB.52927.2	256	926
PB.83137.1	PB.45400.2	256	912
PB.23015.1	PB.45401.1	0	1532
PB.23016.1	ENST00000215743.8	0	1950
PB.60617.1	ENST00000344921.11	0	1452
PB.60617.1	ENST00000407422.8	256	1324
PB.60617.1	ENST00000644036.2	256	1297
PB.60617.1	ENST00000263121.12	256	979
PB.52928.1	ENST00000344921.11	0	1648
PB.52928.1	ENST00000644036.2	256	1603
PB.52928.1	ENST00000407422.8	256	1523
PB.52928.1	ENST00000263121.12	256	1282
PB.52928.2	ENST00000644036.2	0	1557
PB.52928.2	ENST00000407422.8	256	1477
PB.52928.2	ENST00000344921.11	256	1397
PB.52928.2	ENST00000263121.12	256	1228
PB.52928.2	PB.68223.1	256	1230
PB.137322.2	PB.124772.1	0	3095
PB.137322.2	ENST00000644036.2	272	3095
PB.137322.2	ENST00000404056.1	256	2720
PB.137322.2	PB.137322.1	256	2665
PB.137322.2	PB.88783.1	256	2665
PB.137322.2	PB.137322.3	256	2634
PB.88784.1	ENST00000433835.3	0	413
PB.137323.1		4	0
PB.137323.2	PB.150510.1	0	2572
PB.68224.1	PB.3820.4	0	1466
PB.68224.1	PB.137324.1	256	1316
PB.68224.1	PB.3820.3	256	1310
PB.68224.1	PB.143830.1	256	1305
PB.68224.1	PB.8661.1	256	1299
PB.68224.1	ENST00000398319.6	256	1295
PB.3820.5	PB.8661.1	0	4018
PB.3820.5	PB.3820.3	256	3847
PB.3820.5	ENST00000398319.6	256	3844
PB.3820.5	PB.88785.1	256	3700
PB.3820.5	PB.3820.4	256	3551
PB.3820.5	PB.3820.1	256	3534
PB.3821.4	PB.3821.1	0	6079
PB.3821.4	ENST00000314328.14	256	6079
PB.3821.4	ENST00000651059.1	256	5980
PB.3821.4	PB.3821.2	256	5845
PB.3821.4	ENST00000437398.5	256	5845
PB.3821.4	PB.3821.3	256	5681
PB.3821.6	PB.3821.2	0	3270
PB.3821.6	ENST00000437398.5	256	3270
PB.3821.6	PB.3821.3	256	3106
PB.3821.6	PB.3821.1	256	3135
PB.3821.6	ENST00000314328.14	256	3135
PB.3821.6	ENST00000541492.1	256	3225
PB.96112.1	ENST00000358654.2	0	858
PB.96113.1	PB.130857.2	0	951
PB.96113.1	ENST00000621833.4	256	951
PB.96113.1	PB.137327.2	256	951
PB.96113.1	PB.130857.7	256	951
PB.96113.1	PB.130857.4	256	951
PB.96113.1	PB.124775.1	256	951
PB.130857.6	ENST00000435822.6	0	3284
PB.130857.6	PB.124775.2	256	3284
PB.130857.6	ENST00000407471.7	256	3272
PB.130857.6	PB.130857.7	256	3088
PB.130857.6	PB.124775.1	256	3122
PB.130857.6	PB.8663.1	256	2873
PB.130857.9	PB.124775.2	0	3243
PB.130857.9	ENST00000435822.6	256	3234
PB.130857.9	ENST00000407471.7	256	3231
PB.130857.9	PB.130857.7	256	3047
PB.130857.9	PB.130857.2	256	2959
PB.130857.9	PB.8663.1	256	2796
PB.143833.2	ENST00000435822.6	0	2688
PB.143833.2	PB.124775.2	256	2688
PB.143833.2	PB.130857.2	256	2688
PB.143833.2	ENST00000407471.7	256	2676
PB.143833.2	PB.137327.1	256	2653
PB.143833.2	PB.130857.8	256	2653
PB.164546.1	ENST00000215829.8	0	2157
PB.164546.1	PB.124776.2	256	2084
PB.164546.1	PB.130858.1	256	1774
PB.164546.1	PB.130858.2	256	1960
PB.37865.1	ENST00000215829.8	0	1586
PB.37865.1	PB.124776.2	256	1513
PB.37865.1	PB.130858.1	256	1203
PB.37865.1	PB.130858.2	256	1389
PB.45406.1	ENST00000215829.8	0	1514
PB.45406.1	PB.124776.2	256	1441
PB.45406.1	PB.130858.2	256	1317
PB.45406.1	PB.130858.1	256	1107
PB.45406.1	ENST00000215829.8	2048	239
PB.45406.1	PB.130858.2	256	239
PB.45406.1	PB.124776.2	256	239
PB.60623.1	ENST00000215829.8	0	1253
PB.60623.1	PB.124776.2	256	1180
PB.60623.1	PB.130858.2	256	1056
PB.60623.1	PB.130858.1	256	846
PB.45408.1	ENST00000444995.7	0	1595
PB.45408.1	ENST00000650168.1	256	1437
PB.45408.1	ENST00000650500.2	256	1386
PB.150514.1	ENST00000444995.7	0	1357
PB.150514.1	ENST00000650168.1	256	1199
PB.150514.1	ENST00000650500.2	256	1096
PB.75708.1	ENST00000536101.5	0	252
PB.75708.1	ENST00000335473.12	256	252
PB.88788.1	ENST00000336873.9	0	2438
PB.88788.1	PB.150518.1	256	2438
PB.88788.1	ENST00000398145.7	256	2434
PB.88788.1	PB.143838.4	256	2434
PB.88788.1	PB.124778.2	256	2230
PB.143838.1	ENST00000336873.9	0	2464
PB.143838.1	PB.150518.1	256	2461
PB.143838.1	ENST00000398145.7	256	2434
PB.143838.1	PB.143838.4	256	2434
PB.143838.1	PB.124778.2	256	2273
PB.137330.1	PB.143838.4	0	2552
PB.137330.1	ENST00000398145.7	256	2543
PB.137330.1	PB.150518.1	256	2434
PB.137330.1	ENST00000336873.9	256	2434
PB.137330.1	PB.124778.2	256	2226
PB.124778.1	ENST00000336873.9	0	3093
PB.124778.1	ENST00000398145.7	256	3091
PB.124778.1	PB.124778.2	256	2885
PB.124778.1	PB.150518.1	256	2724
PB.124778.1	PB.143838.4	256	2723
PB.88788.2	ENST00000336873.9	0	3703
PB.88788.2	ENST00000398145.7	256	3673
PB.88788.2	PB.124778.2	256	3506
PB.88788.2	ENST00000402105.7	256	3154
PB.88788.2	PB.130863.1	256	3141
PB.88788.4	ENST00000336873.9	0	3577
PB.88788.4	ENST00000398145.7	256	3547
PB.88788.4	PB.124778.2	256	3369
PB.88788.4	PB.130863.2	256	3230
PB.88788.4	ENST00000402105.7	256	3028
PB.88788.4	PB.130863.1	256	3019
PB.88788.5	ENST00000336873.9	0	3649
PB.88788.5	ENST00000398145.7	256	3645
PB.88788.5	PB.124778.2	256	3441
PB.88788.5	ENST00000402105.7	256	3126
PB.88788.5	PB.130863.1	256	3117
PB.88788.5	PB.130863.2	256	3008
PB.88788.3	ENST00000398145.7	0	3778
PB.88788.3	ENST00000336873.9	256	3669
PB.88788.3	PB.124778.2	256	3461
PB.88788.3	ENST00000402105.7	256	3150
PB.88788.3	PB.130863.1	256	3141
PB.124778.4	ENST00000336873.9	0	3248
PB.124778.4	ENST00000398145.7	256	3230
PB.124778.4	PB.124778.2	256	3040
PB.124778.4	ENST00000402105.7	256	2711
PB.124778.4	PB.130863.1	256	2711
PB.88788.8	ENST00000336873.9	0	3635
PB.88788.8	ENST00000398145.7	256	3605
PB.88788.8	PB.124778.2	256	3431
PB.88788.8	ENST00000402105.7	256	3086
PB.88788.8	PB.130863.1	256	3086
PB.88788.8	PB.130863.2	256	2784
PB.124778.3	ENST00000398145.7	0	3339
PB.124778.3	ENST00000336873.9	256	3230
PB.124778.3	PB.124778.2	256	3022
PB.124778.3	PB.130863.1	256	2711
PB.124778.3	ENST00000402105.7	256	2711
PB.88788.9	ENST00000336873.9	0	3718
PB.88788.9	ENST00000398145.7	256	3688
PB.88788.9	PB.124778.2	256	3518
PB.88788.9	PB.130863.1	256	3169
PB.88788.9	ENST00000402105.7	256	3169
PB.88788.9	PB.130863.2	256	2811
PB.88788.10	ENST00000398145.7	0	3645
PB.88788.10	ENST00000336873.9	256	3536
PB.88788.10	PB.124778.2	256	3328
PB.88788.10	PB.130863.2	256	3230
PB.88788.10	PB.130863.1	256	3017
PB.88788.10	ENST00000402105.7	256	3017
PB.8665.2	ENST00000336873.9	0	3068
PB.8665.2	ENST00000398145.7	256	3038
PB.8665.2	PB.124778.2	256	2877
PB.8665.2	ENST00000402105.7	256	2519
PB.8665.2	PB.130863.1	256	2519
PB.88788.11	ENST00000398145.7	0	3711
PB.88788.11	ENST00000336873.9	256	3602
PB.88788.11	PB.124778.2	256	3394
PB.88788.11	PB.130863.1	256	3083
PB.88788.11	ENST00000402105.7	256	3083
PB.88788.12	ENST00000336873.9	0	3736
PB.88788.12	ENST00000398145.7	256	3735
PB.88788.12	PB.124778.2	256	3528
PB.88788.12	ENST00000402105.7	256	3216
PB.88788.12	PB.130863.1	256	3216
PB.75710.2	PB.143838.4	0	682
PB.75710.2	ENST00000398145.7	256	658
PB.75710.2	PB.124778.2	256	666
PB.75710.2	PB.150518.1	256	549
PB.75710.2	ENST00000336873.9	256	549
PB.137331.1	ENST00000407690.6	0	2496
PB.137331.1	PB.143839.3	256	2495
PB.137331.1	PB.143839.2	256	2393
PB.137331.1	ENST00000407431.5	256	2429
PB.137331.1	ENST00000405938.5	256	2338
PB.137331.1	ENST00000407148.5	256	2298
PB.137331.2	PB.143839.2	0	2782
PB.137331.2	ENST00000405938.5	256	2727
PB.137331.2	ENST00000407690.6	256	2691
PB.137331.2	ENST00000407431.5	256	2691
PB.137331.2	PB.143839.3	256	2690
PB.137331.2	PB.124780.2	256	2689
PB.88790.1	PB.143839.2	0	2766
PB.88790.1	ENST00000405938.5	256	2714
PB.88790.1	PB.124780.2	256	2688
PB.88790.1	ENST00000619735.4	256	2688
PB.88790.1	PB.143839.3	256	2688
PB.88790.1	ENST00000407690.6	256	2688
PB.143839.4	PB.143839.2	0	2817
PB.143839.4	PB.143839.3	256	2789
PB.143839.4	ENST00000407690.6	256	2784
PB.143839.4	ENST00000405938.5	256	2772
PB.143839.4	ENST00000407148.5	256	2624
PB.143839.4	ENST00000407431.5	256	2706
PB.45410.1	PB.37869.1	0	1749
PB.45410.1	ENST00000338754.9	256	1749
PB.45410.1	ENST00000398110.6	256	1749
PB.45410.1	ENST00000403880.5	256	1749
PB.45410.1	PB.30412.2	256	1744
PB.45410.1	PB.37869.2	256	1640
PB.96117.1	PB.30412.2	0	813
PB.96117.1	PB.37869.1	256	813
PB.96117.1	ENST00000338754.9	256	813
PB.96117.1	PB.30412.1	256	813
PB.96117.1	ENST00000398110.6	256	813
PB.96117.1	PB.60629.1	256	813
PB.8666.2	ENST00000613780.4	0	4096
PB.143841.2	ENST00000335272.10	0	2807
PB.143841.2	ENST00000455418.7	256	2803
PB.143841.2	ENST00000320996.14	256	2609
PB.143841.5	ENST00000455418.7	0	2675
PB.143841.5	ENST00000335272.10	256	2675
PB.143841.5	ENST00000320996.14	256	2477
PB.143841.3	ENST00000335272.10	0	2685
PB.143841.3	ENST00000455418.7	256	2681
PB.143841.3	ENST00000320996.14	256	2486
PB.88792.1	ENST00000455418.7	0	2559
PB.88792.1	ENST00000335272.10	256	2552
PB.88792.1	ENST00000320996.14	256	2354
PB.88792.1	PB.23027.1	256	2192
PB.137334.1	ENST00000335272.10	0	2655
PB.137334.1	ENST00000455418.7	256	2668
PB.137334.1	ENST00000320996.14	256	2456
PB.157433.1	ENST00000335272.10	0	2603
PB.157433.1	ENST00000455418.7	256	2599
PB.157433.1	ENST00000320996.14	256	2405
PB.157433.1	PB.23027.1	256	2190
PB.150519.1	ENST00000335272.10	0	2674
PB.150519.1	ENST00000455418.7	256	2670
PB.150519.1	ENST00000320996.14	256	2476
PB.150519.1	PB.23027.1	256	2189
PB.164553.2	ENST00000455418.7	0	2306
PB.164553.2	ENST00000335272.10	256	2306
PB.164553.2	ENST00000320996.14	256	2108
PB.164553.2	PB.23027.1	256	2184
PB.164553.2	PB.30413.2	256	2060
PB.157433.2	ENST00000320996.14	0	2587
PB.157433.2	ENST00000335272.10	256	2476
PB.157433.2	ENST00000455418.7	256	2489
PB.75714.1	ENST00000335272.10	0	1196
PB.75714.1	ENST00000455418.7	256	1192
PB.75714.1	ENST00000320996.14	256	998
PB.15718.1	ENST00000455418.7	0	582
PB.15718.1	ENST00000335272.10	256	578
PB.15718.1	ENST00000320996.14	256	577
PB.15718.1	ENST00000634017.1	256	493
PB.150519.3	ENST00000455418.7	0	362
PB.150519.3	ENST00000335272.10	256	354
PB.150519.3	ENST00000320996.14	256	353
PB.75714.2	ENST00000320996.14	0	252
PB.75714.2	ENST00000335272.10	256	252
PB.75714.2	PB.30413.1	256	252
PB.75714.2	ENST00000455418.7	256	252
PB.8668.1		4	0
PB.118916.1	PB.103728.1	0	258
PB.118916.1	ENST00000670661.1	256	258
PB.118916.1	PB.143842.1	256	258
PB.150520.1	ENST00000612946.4	0	2863
PB.150520.1	ENST00000397906.6	256	2863
PB.157435.1	ENST00000397906.6	0	500
PB.52937.1	ENST00000404276.6	0	1737
PB.52937.1	PB.164554.2	256	1734
PB.52937.1	ENST00000405598.5	256	1718
PB.52937.1	ENST00000650281.1	256	1714
PB.52937.1	PB.30414.1	256	1582
PB.52937.1	ENST00000382580.6	256	1562
PB.83149.1	ENST00000425190.7	0	1104
PB.83149.1	PB.60632.2	256	1104
PB.83149.1	PB.30414.1	256	1104
PB.83149.1	ENST00000464581.6	256	1103
PB.83149.1	ENST00000402731.6	256	1103
PB.83149.1	PB.164554.2	256	1101
PB.68236.1	PB.60632.2	0	1311
PB.68236.1	ENST00000425190.7	256	1302
PB.68236.1	ENST00000404276.6	256	1260
PB.68236.1	PB.30414.1	256	1259
PB.68236.1	PB.164554.2	256	1257
PB.68236.1	ENST00000650281.1	256	1237
PB.60632.1	ENST00000402731.6	0	1591
PB.60632.1	ENST00000404276.6	256	1301
PB.60632.1	PB.164554.2	256	1298
PB.60632.1	PB.30414.1	256	1146
PB.60632.1	ENST00000382580.6	256	1126
PB.60632.1	ENST00000650281.1	256	1247
PB.37871.2	PB.30414.1	0	1824
PB.37871.2	ENST00000650281.1	256	1767
PB.37871.2	ENST00000382580.6	256	1804
PB.37871.2	ENST00000404276.6	256	1674
PB.37871.2	PB.164554.2	256	1671
PB.37871.2	ENST00000405598.5	256	1654
PB.37871.3	PB.30414.1	0	1878
PB.37871.3	ENST00000382580.6	256	1868
PB.37871.3	PB.164554.2	256	1735
PB.37871.3	ENST00000404276.6	256	1725
PB.37871.3	ENST00000405598.5	256	1654
PB.37871.3	ENST00000650281.1	256	1651
PB.68236.3	PB.60632.2	0	1360
PB.68236.3	ENST00000425190.7	256	1359
PB.68236.3	ENST00000404276.6	256	1317
PB.68236.3	PB.30414.1	256	1316
PB.68236.3	PB.164554.2	256	1315
PB.68236.3	ENST00000650281.1	256	1295
PB.164554.1	PB.60632.2	0	245
PB.164554.1	ENST00000425190.7	256	245
PB.164554.1	ENST00000464581.6	256	245
PB.164554.1	ENST00000404276.6	256	245
PB.164554.1	ENST00000348295.7	256	245
PB.164554.1	PB.164554.2	256	244
PB.37871.4	PB.30414.1	0	1823
PB.37871.4	ENST00000382580.6	256	1805
PB.37871.4	PB.164554.2	256	1538
PB.37871.4	ENST00000404276.6	256	1537
PB.37871.4	ENST00000405598.5	256	1468
PB.37871.4	ENST00000650281.1	256	1465
PB.45415.2	PB.164554.2	0	1752
PB.45415.2	ENST00000404276.6	256	1750
PB.45415.2	PB.30414.1	256	1598
PB.45415.2	ENST00000382580.6	256	1580
PB.45415.2	ENST00000405598.5	256	1681
PB.45415.2	ENST00000650281.1	256	1678
PB.68236.4	PB.45415.1	0	888
PB.68236.4	ENST00000404276.6	256	888
PB.68236.4	ENST00000348295.7	256	888
PB.68236.4	PB.164554.2	256	888
PB.68236.4	ENST00000650281.1	256	865
PB.68236.4	ENST00000405598.5	256	864
PB.96123.1	ENST00000216027.8	0	765
PB.96123.1	ENST00000398941.6	256	904
PB.96123.4	ENST00000216027.8	0	773
PB.124783.1	ENST00000249064.9	0	3682
PB.124783.1	ENST00000448492.6	256	3574
PB.124783.1	ENST00000421503.6	256	3349
PB.37872.1	ENST00000448492.6	0	2930
PB.37872.1	ENST00000249064.9	256	2930
PB.37872.1	ENST00000421503.6	256	2930
PB.45417.2	ENST00000611155.4	0	240
PB.45417.2	PB.143844.1	256	240
PB.45417.2	PB.150522.2	256	240
PB.45417.2	ENST00000403532.7	256	240
PB.45417.2	ENST00000216037.10	256	240
PB.45417.2	PB.52939.3	256	239
PB.103732.1	ENST00000216037.10	0	388
PB.103732.1	PB.45417.1	256	387
PB.103732.1	ENST00000403532.7	256	373
PB.103732.1	ENST00000611155.4	256	372
PB.103732.1	PB.143844.1	256	365
PB.103732.1	PB.150522.2	256	361
PB.124784.1	ENST00000458080.1	0	265
PB.124784.1	PB.111594.1	256	249
PB.124784.1	ENST00000422972.1	256	246
PB.111594.2	ENST00000458080.1	0	331
PB.157439.1	ENST00000544604.7	0	2608
PB.157439.1	PB.8669.1	256	2608
PB.45419.2	ENST00000216085.12	0	1755
PB.45419.2	PB.45419.1	256	1752
PB.45419.2	PB.137337.1	256	372
PB.45419.2	PB.130865.1	256	255
PB.45419.2	PB.52941.2	256	1534
PB.45419.2	PB.60634.2	256	1330
PB.45419.3	PB.60634.1	0	824
PB.45419.3	PB.52941.2	256	820
PB.45419.3	PB.68238.1	256	817
PB.45419.3	PB.45419.1	256	816
PB.45419.3	ENST00000216085.12	256	816
PB.45419.3	PB.130865.1	256	815
PB.157441.2	PB.137337.1	0	2220
PB.157441.2	PB.137337.3	256	2191
PB.157441.2	PB.130865.1	256	2008
PB.157441.2	PB.150526.1	256	2006
PB.30418.2	PB.23029.4	0	2118
PB.30418.2	PB.15723.4	256	2076
PB.30418.2	PB.164557.1	256	2081
PB.30418.2	ENST00000397938.7	256	2081
PB.30418.2	PB.164557.3	256	2011
PB.30418.2	ENST00000406548.5	256	2086
PB.118921.2	PB.3827.3	0	334
PB.118921.2	PB.164557.3	256	334
PB.118921.2	PB.157442.3	256	333
PB.118921.2	ENST00000397938.7	256	331
PB.118921.2	PB.103735.1	256	326
PB.118921.2	PB.3827.6	256	324
PB.130866.1	PB.130866.2	0	1712
PB.130866.1	ENST00000618518.3	256	1686
PB.164558.3	ENST00000616432.4	0	2371
PB.164558.3	PB.157443.2	256	2369
PB.164558.3	PB.157443.1	256	2317
PB.164558.3	PB.137339.1	256	1880
PB.164558.3	ENST00000621062.4	256	2286
PB.164558.3	ENST00000611648.2	256	2275
PB.3828.1	ENST00000432560.6	0	2440
PB.3828.1	ENST00000405198.6	256	2440
PB.3828.1	ENST00000357586.7	256	2405
PB.3828.1	PB.88800.3	256	2377
PB.3828.1	PB.88800.1	256	2294
PB.3828.1	PB.88800.5	256	2215
PB.111597.1	PB.88800.4	0	529
PB.111597.1	PB.157444.1	256	528
PB.111597.1	PB.52944.1	256	528
PB.111597.1	PB.130867.3	256	528
PB.111597.1	PB.60636.2	256	528
PB.111597.1	PB.143849.2	256	526
PB.30420.1	PB.88800.4	0	2017
PB.30420.1	ENST00000405198.6	256	2017
PB.30420.1	PB.150527.1	256	2017
PB.30420.1	ENST00000432560.6	256	2017
PB.30420.1	PB.157444.1	256	2016
PB.30420.1	PB.143849.2	256	2014
PB.143849.1	ENST00000405198.6	0	2927
PB.143849.1	PB.88800.3	256	2927
PB.143849.1	ENST00000432560.6	256	2927
PB.143849.1	PB.137340.2	256	2926
PB.143849.1	PB.130867.3	256	2926
PB.143849.1	PB.124787.2	256	2926
PB.75720.1	ENST00000432560.6	0	1148
PB.75720.1	PB.52944.1	256	1148
PB.75720.1	PB.23030.1	256	1148
PB.75720.1	PB.130867.3	256	1148
PB.75720.1	PB.60636.2	256	1148
PB.75720.1	PB.88800.5	256	1148
PB.68241.2	PB.137340.2	0	1377
PB.68241.2	PB.88800.4	256	1377
PB.68241.2	PB.60636.2	256	1377
PB.68241.2	PB.88800.1	256	1377
PB.68241.2	PB.8671.2	256	1377
PB.68241.2	PB.157444.1	256	1377
PB.15725.1	PB.137340.2	0	2308
PB.15725.1	PB.130867.3	256	2308
PB.15725.1	PB.124787.2	256	2308
PB.15725.1	PB.88800.4	256	2308
PB.15725.1	PB.88800.5	256	2308
PB.15725.1	PB.143849.2	256	2306
PB.150527.2	PB.88800.1	0	2692
PB.150527.2	ENST00000317368.11	256	2685
PB.150527.2	PB.130867.3	256	2606
PB.150527.2	PB.88800.4	256	2606
PB.150527.2	PB.124787.2	256	2606
PB.150527.2	PB.88800.3	256	2606
PB.130867.2	PB.124787.2	0	3393
PB.130867.2	ENST00000405198.6	256	3393
PB.130867.2	PB.88800.4	256	3393
PB.130867.2	ENST00000432560.6	256	3393
PB.130867.2	PB.88800.3	256	3393
PB.130867.2	PB.88800.5	256	3343
PB.88800.6	ENST00000432560.6	0	3741
PB.88800.6	ENST00000405198.6	256	3741
PB.88800.6	PB.88800.3	256	3741
PB.88800.6	PB.88800.5	256	3691
PB.88800.6	ENST00000357586.7	256	3706
PB.88800.6	PB.88800.1	256	3595
PB.88800.7	ENST00000405198.6	0	3568
PB.88800.7	ENST00000432560.6	256	3568
PB.88800.7	PB.88800.3	256	3568
PB.88800.7	PB.88800.5	256	3518
PB.88800.7	ENST00000357586.7	256	3488
PB.88800.7	PB.88800.1	256	3422
PB.124787.3	ENST00000432560.6	0	3524
PB.124787.3	PB.88800.4	256	3524
PB.124787.3	PB.124787.2	256	3524
PB.124787.3	ENST00000405198.6	256	3524
PB.124787.3	PB.88800.3	256	3524
PB.124787.3	PB.88800.5	256	3474
PB.130867.5	PB.88800.3	0	2764
PB.130867.5	ENST00000432560.6	256	2764
PB.130867.5	ENST00000405198.6	256	2764
PB.130867.5	ENST00000357586.7	256	2708
PB.130867.5	PB.88800.5	256	2714
PB.130867.5	PB.88800.1	256	2618
PB.157445.1	ENST00000432560.6	0	454
PB.157445.1	PB.88800.5	256	454
PB.157445.1	PB.88800.1	256	454
PB.157445.1	ENST00000357586.7	256	454
PB.157445.1	ENST00000317368.11	256	454
PB.157445.1	ENST00000405198.6	256	454
PB.124788.2	ENST00000310624.7	0	3514
PB.124788.2	PB.143850.1	256	2878
PB.15728.1	PB.164561.1	0	2142
PB.15728.1	PB.157447.1	256	2083
PB.15728.1	ENST00000338641.10	256	2058
PB.15728.1	ENST00000672896.1	256	1999
PB.15728.1	PB.3830.3	256	1776
PB.15728.1	ENST00000361452.8	256	1743
PB.15728.4	PB.164561.1	0	2167
PB.15728.4	ENST00000338641.10	256	2141
PB.15728.4	PB.157447.1	256	2096
PB.15728.4	ENST00000672896.1	256	2070
PB.15728.4	PB.3830.3	256	1818
PB.15728.4	ENST00000361452.8	256	1814
PB.157447.2	PB.157447.1	0	2312
PB.157447.2	ENST00000672896.1	256	2312
PB.157447.2	PB.164561.1	256	2196
PB.157447.2	ENST00000338641.10	256	2196
PB.157447.2	PB.3830.3	256	2060
PB.157447.2	ENST00000361452.8	256	2040
PB.3830.4	PB.3830.3	0	5740
PB.3830.4	ENST00000338641.10	256	5659
PB.3830.4	ENST00000672896.1	256	5588
PB.3830.4	ENST00000361452.8	256	5388
PB.45425.1	ENST00000338641.10	0	1770
PB.45425.1	ENST00000361452.8	256	1770
PB.45425.1	ENST00000672896.1	256	1770
PB.45425.1	ENST00000413209.6	256	1770
PB.45425.1	PB.3830.3	256	1770
PB.111601.1	PB.83155.2	0	396
PB.111601.1	PB.83155.3	256	396
PB.111601.1	ENST00000344318.4	256	396
PB.111601.1	PB.83155.4	256	395
PB.83155.1	PB.83155.2	0	923
PB.83155.1	PB.83155.4	256	810
PB.83155.1	ENST00000344318.4	256	808
PB.83155.1	PB.83155.3	256	646
PB.157449.1	PB.111602.2	0	268
PB.157449.1	ENST00000401406.3	256	268
PB.157449.1	ENST00000330029.6	256	267
PB.157449.1	PB.111602.1	256	267
PB.157449.1	ENST00000401406.3	2048	234
PB.157449.1	PB.111602.2	256	218
PB.111603.1	PB.143852.4	0	559
PB.111603.1	PB.30425.1	256	559
PB.111603.1	PB.143852.6	256	559
PB.111603.1	PB.68246.1	256	559
PB.111603.1	PB.45426.1	256	557
PB.111603.1	PB.150530.8	256	557
PB.137343.1	PB.143852.5	0	2546
