artifact	assigned_transcript	rescue_mode	origin	reintroduced
PB.150543.3	PB.130875.4	rules_mapping	lr_defined	no
PB.150543.3	PB.130875.7	rules_mapping	lr_defined	no
PB.150543.3	PB.130875.6	rules_mapping	lr_defined	no
PB.150543.3	PB.130875.5	rules_mapping	lr_defined	no
PB.150546.1	ENST00000351933.8	rules_mapping	reference	no
PB.150546.2	ENST00000351933.8	rules_mapping	reference	no
PB.150548.1	ENST00000382151.6	rules_mapping	reference	no
PB.150548.2	ENST00000382151.6	rules_mapping	reference	no
PB.150548.3	ENST00000382151.6	rules_mapping	reference	no
PB.150548.4	ENST00000382151.6	rules_mapping	reference	no
PB.150548.5	ENST00000382151.6	rules_mapping	reference	no
PB.150548.6	ENST00000382151.6	rules_mapping	reference	no
PB.150560.1	ENST00000249071.11	rules_mapping	reference	yes
PB.150567.1	ENST00000360880.6	rules_mapping	reference	yes
PB.150567.2	ENST00000360880.6	rules_mapping	reference	no
PB.150569.1	PB.143890.1	rules_mapping	lr_defined	no
PB.150569.1	PB.150569.2	rules_mapping	lr_defined	no
PB.150578.1	ENST00000407418.8	rules_mapping	reference	no
PB.150578.3	ENST00000407418.8	rules_mapping	reference	no
PB.150582.1	PB.157490.1	rules_mapping	lr_defined	no
PB.150586.1	ENST00000248929.14	rules_mapping	reference	no
PB.150586.2	ENST00000248929.14	rules_mapping	reference	no
PB.150586.3	ENST00000248929.14	rules_mapping	reference	no
PB.150586.4	ENST00000248929.14	rules_mapping	reference	no
PB.150586.5	ENST00000248929.14	rules_mapping	reference	no
PB.150592.3	PB.130923.3	rules_mapping	lr_defined	no
PB.150592.3	PB.143907.3	rules_mapping	lr_defined	no
PB.150592.4	PB.137393.5	rules_mapping	lr_defined	no
PB.150592.4	PB.137393.2	rules_mapping	lr_defined	no
PB.150592.4	PB.143907.3	rules_mapping	lr_defined	no
PB.150592.4	PB.137393.3	rules_mapping	lr_defined	no
PB.150593.1	ENST00000352645.5	rules_mapping	reference	yes
PB.150597.1	PB.124841.2	rules_mapping	lr_defined	no
PB.150599.1	PB.23096.1	rules_mapping	lr_defined	no
PB.150604.2	ENST00000323013.7	rules_mapping	reference	no
PB.150609.1	ENST00000216129.7	rules_mapping	reference	no
PB.150609.3	PB.130937.2	rules_mapping	lr_defined	no
PB.150609.3	PB.157522.3	rules_mapping	lr_defined	no
PB.150609.4	PB.137406.1	rules_mapping	lr_defined	no
PB.150609.4	PB.130937.2	rules_mapping	lr_defined	no
PB.150609.4	PB.150609.2	rules_mapping	lr_defined	no
PB.150609.4	PB.137406.2	rules_mapping	lr_defined	no
PB.150610.1	ENST00000216180.8	rules_mapping	reference	no
PB.150631.2	PB.150631.1	rules_mapping	lr_defined	no
PB.150632.3	ENST00000626012.2	rules_mapping	reference	no
PB.150632.4	PB.157542.1	rules_mapping	lr_defined	no
PB.150632.5	ENST00000626012.2	rules_mapping	reference	no
PB.150632.6	ENST00000216271.10	rules_mapping	reference	no
PB.150632.7	ENST00000626012.2	rules_mapping	reference	no
PB.150634.1	PB.130960.1	rules_mapping	lr_defined	no
PB.15672.2	PB.164508.1	rules_mapping	lr_defined	no
PB.15679.1	PB.157393.1	rules_mapping	lr_defined	no
PB.15684.4	PB.164523.2	rules_mapping	lr_defined	no
PB.15684.6	PB.164523.2	rules_mapping	lr_defined	no
PB.15686.1	ENST00000334554.12	rules_mapping	reference	no
PB.15686.1	ENST00000320602.11	rules_mapping	reference	yes
PB.15697.1	ENST00000342192.9	rules_mapping	reference	no
PB.15718.1	ENST00000455418.7	rules_mapping	reference	no
PB.15725.1	PB.137340.2	rules_mapping	lr_defined	no
PB.15725.1	PB.130867.3	rules_mapping	lr_defined	no
PB.15725.1	PB.124787.2	rules_mapping	lr_defined	no
PB.15725.1	PB.88800.4	rules_mapping	lr_defined	no
PB.15725.1	PB.88800.5	rules_mapping	lr_defined	no
PB.15728.1	PB.164561.1	rules_mapping	lr_defined	no
PB.15728.4	PB.164561.1	rules_mapping	lr_defined	no
PB.157382.1	PB.150482.1	rules_mapping	lr_defined	no
PB.157383.1	ENST00000319363.11	rules_mapping	reference	no
PB.157398.2	ENST00000404751.7	rules_mapping	reference	yes
PB.157398.3	ENST00000403707.7	rules_mapping	reference	no
PB.157398.4	PB.157398.1	rules_mapping	lr_defined	no
PB.15740.1	PB.130875.7	rules_mapping	lr_defined	no
PB.15740.1	PB.130875.4	rules_mapping	lr_defined	no
PB.15740.1	PB.130875.8	rules_mapping	lr_defined	no
PB.15740.1	PB.130875.5	rules_mapping	lr_defined	no
PB.15740.1	PB.130875.6	rules_mapping	lr_defined	no
PB.157400.1	ENST00000320602.11	rules_mapping	reference	no
PB.157400.1	ENST00000334554.12	rules_mapping	reference	no
PB.157403.1	PB.130835.4	rules_mapping	lr_defined	no
PB.157403.1	PB.137307.4	rules_mapping	lr_defined	no
PB.157403.1	PB.137307.3	rules_mapping	lr_defined	no
PB.157411.1	ENST00000486209.5	rules_mapping	reference	yes
PB.157433.1	ENST00000335272.10	rules_mapping	reference	no
PB.157433.2	ENST00000320996.14	rules_mapping	reference	yes
PB.157435.1	ENST00000397906.6	rules_mapping	reference	no
PB.157439.1	PB.8669.1	rules_mapping	lr_defined	no
PB.157441.2	PB.137337.1	rules_mapping	lr_defined	no
PB.157445.1	PB.88800.5	rules_mapping	lr_defined	no
PB.157445.1	PB.88800.1	rules_mapping	lr_defined	no
PB.157447.2	PB.157447.1	rules_mapping	lr_defined	no
PB.157449.1	PB.111602.2	rules_mapping	lr_defined	no
PB.157451.1	PB.124791.2	rules_mapping	lr_defined	no
PB.157451.1	PB.88801.1	rules_mapping	lr_defined	no
PB.157451.1	PB.88801.4	rules_mapping	lr_defined	no
PB.157451.1	PB.88801.2	rules_mapping	lr_defined	no
PB.157451.2	PB.88801.1	rules_mapping	lr_defined	no
PB.157451.2	PB.124791.2	rules_mapping	lr_defined	no
PB.157451.2	PB.88801.2	rules_mapping	lr_defined	no
PB.157451.2	PB.88801.4	rules_mapping	lr_defined	no
PB.157461.1	PB.150544.1	rules_mapping	lr_defined	no
PB.157461.1	PB.143863.3	rules_mapping	lr_defined	no
PB.157465.1	ENST00000382151.6	rules_mapping	reference	no
PB.157465.2	ENST00000382151.6	rules_mapping	reference	no
PB.157465.3	ENST00000382151.6	rules_mapping	reference	no
PB.157465.4	ENST00000382151.6	rules_mapping	reference	no
PB.157465.5	ENST00000382151.6	rules_mapping	reference	no
PB.157468.1	PB.88809.1	rules_mapping	lr_defined	no
PB.15747.2	ENST00000382151.6	rules_mapping	reference	no
PB.15747.3	ENST00000382151.6	rules_mapping	reference	no
PB.15747.4	ENST00000382151.6	rules_mapping	reference	no
PB.15747.5	ENST00000382151.6	rules_mapping	reference	no
PB.157470.1	ENST00000610186.6	rules_mapping	reference	yes
PB.157471.1	ENST00000411850.5	rules_mapping	reference	yes
PB.157473.2	ENST00000249066.10	rules_mapping	reference	yes
PB.157476.1	PB.137370.1	rules_mapping	lr_defined	no
PB.157480.1	ENST00000644935.1	rules_mapping	reference	yes
PB.157480.2	PB.157480.3	rules_mapping	lr_defined	no
PB.157480.4	ENST00000644935.1	rules_mapping	reference	no
PB.157483.1	PB.30471.1	rules_mapping	lr_defined	no
PB.157483.1	PB.150569.2	rules_mapping	lr_defined	no
PB.157483.1	PB.52993.2	rules_mapping	lr_defined	no
PB.157483.1	PB.143890.1	rules_mapping	lr_defined	no
PB.157489.1	ENST00000407418.8	rules_mapping	reference	no
PB.157495.1	ENST00000248929.14	rules_mapping	reference	no
PB.157495.2	ENST00000248929.14	rules_mapping	reference	no
PB.157495.3	ENST00000248929.14	rules_mapping	reference	no
PB.157495.5	PB.143901.6	rules_mapping	lr_defined	no
PB.157495.5	PB.137387.5	rules_mapping	lr_defined	no
PB.15750.1	PB.23050.1	rules_mapping	lr_defined	no
PB.157503.1	ENST00000352645.5	rules_mapping	reference	no
PB.157504.3	PB.157504.1	rules_mapping	lr_defined	no
PB.157504.3	PB.137396.1	rules_mapping	lr_defined	no
PB.15751.1	ENST00000411850.5	rules_mapping	reference	no
PB.15751.3	ENST00000411850.5	rules_mapping	reference	no
PB.15751.4	ENST00000411850.5	rules_mapping	reference	no
PB.157512.1	PB.8715.6	rules_mapping	lr_defined	no
PB.157513.2	ENST00000332965.4	rules_mapping	reference	yes
PB.157515.1	PB.37960.1	rules_mapping	lr_defined	no
PB.157515.1	PB.164625.1	rules_mapping	lr_defined	no
PB.157517.1	PB.88846.1	rules_mapping	lr_defined	no
PB.157520.1	ENST00000263245.10	rules_mapping	reference	yes
PB.157522.1	ENST00000216129.7	rules_mapping	reference	no
PB.157523.2	ENST00000216180.8	rules_mapping	reference	no
PB.157527.2	ENST00000336156.10	rules_mapping	reference	yes
PB.157531.1	PB.143931.2	rules_mapping	lr_defined	no
PB.157532.1	ENST00000454366.2	rules_mapping	reference	no
PB.157540.1	PB.164650.1	rules_mapping	lr_defined	no
PB.157540.1	PB.164650.2	rules_mapping	lr_defined	no
PB.157540.1	PB.88864.1	rules_mapping	lr_defined	no
PB.157540.1	PB.15828.3	rules_mapping	lr_defined	no
PB.157540.1	PB.15828.1	rules_mapping	lr_defined	no
PB.157542.2	ENST00000626012.2	rules_mapping	reference	no
PB.157542.3	ENST00000216271.10	rules_mapping	reference	no
PB.157542.6	PB.157542.1	rules_mapping	lr_defined	no
PB.157544.1	PB.124869.4	rules_mapping	lr_defined	no
PB.157546.6	PB.150637.3	rules_mapping	lr_defined	no
PB.15760.1	ENST00000397223.4	rules_mapping	reference	no
PB.15763.1	PB.75752.2	rules_mapping	lr_defined	no
PB.15763.1	PB.52981.1	rules_mapping	lr_defined	no
PB.15768.3	PB.157480.3	rules_mapping	lr_defined	no
PB.15770.1	PB.60675.2	rules_mapping	lr_defined	no
PB.15770.1	PB.60675.3	rules_mapping	lr_defined	no
PB.15774.3	PB.143890.1	rules_mapping	lr_defined	no
PB.15775.1	ENST00000396821.8	rules_mapping	reference	no
PB.15780.1	ENST00000361441.5	rules_mapping	reference	no
PB.15784.1	PB.124830.1	rules_mapping	lr_defined	no
PB.15791.1	ENST00000357137.9	rules_mapping	reference	yes
PB.15798.2	ENST00000355209.9	rules_mapping	reference	yes
PB.15808.1	ENST00000323013.7	rules_mapping	reference	no
PB.15808.2	PB.150604.3	rules_mapping	lr_defined	no
PB.15814.3	ENST00000216180.8	rules_mapping	reference	no
PB.15817.1	ENST00000441876.7	rules_mapping	reference	no
PB.15829.2	ENST00000380909.9	rules_mapping	reference	yes
PB.15832.1	PB.157542.5	rules_mapping	lr_defined	no
PB.15832.3	ENST00000626012.2	rules_mapping	reference	no
PB.15832.5	ENST00000626012.2	rules_mapping	reference	no
PB.15832.6	ENST00000626012.2	rules_mapping	reference	no
PB.15836.2	PB.150637.2	rules_mapping	lr_defined	no
PB.15836.2	PB.150637.5	rules_mapping	lr_defined	no
PB.15837.1	PB.164659.2	rules_mapping	lr_defined	no
PB.15839.1	ENST00000395650.6	rules_mapping	reference	yes
PB.164508.2	PB.143795.2	rules_mapping	lr_defined	no
PB.164508.2	PB.164508.3	rules_mapping	lr_defined	no
PB.164521.3	PB.164521.4	rules_mapping	lr_defined	no
PB.164523.1	PB.157398.5	rules_mapping	lr_defined	no
PB.164523.3	ENST00000252136.12	rules_mapping	reference	no
PB.164523.4	PB.157398.5	rules_mapping	lr_defined	no
PB.164524.1	ENST00000334554.12	rules_mapping	reference	no
PB.164524.1	ENST00000320602.11	rules_mapping	reference	no
PB.164525.2	PB.124755.1	rules_mapping	lr_defined	no
PB.164525.2	PB.8645.2	rules_mapping	lr_defined	no
PB.164527.1	PB.137307.4	rules_mapping	lr_defined	no
PB.164527.1	PB.130835.4	rules_mapping	lr_defined	no
PB.164527.1	PB.137307.3	rules_mapping	lr_defined	no
PB.164534.1	PB.52887.2	rules_mapping	lr_defined	no
PB.164546.1	ENST00000215829.8	rules_mapping	reference	yes
PB.164553.2	ENST00000455418.7	rules_mapping	reference	no
PB.164553.2	ENST00000335272.10	rules_mapping	reference	no
PB.164554.1	PB.60632.2	rules_mapping	lr_defined	no
PB.164558.3	ENST00000616432.4	rules_mapping	reference	yes
PB.164569.1	PB.130875.7	rules_mapping	lr_defined	no
PB.164569.1	PB.130875.6	rules_mapping	lr_defined	no
PB.164569.1	PB.130875.4	rules_mapping	lr_defined	no
PB.164569.1	PB.130875.5	rules_mapping	lr_defined	no
PB.164570.1	PB.143863.3	rules_mapping	lr_defined	no
PB.164570.1	PB.150544.1	rules_mapping	lr_defined	no
PB.164570.1	PB.157461.2	rules_mapping	lr_defined	no
PB.164574.1	PB.8683.1	rules_mapping	lr_defined	no
PB.164576.1	ENST00000382151.6	rules_mapping	reference	no
PB.164580.2	ENST00000411850.5	rules_mapping	reference	no
PB.164581.2	ENST00000216122.9	rules_mapping	reference	yes
PB.164581.3	PB.157472.2	rules_mapping	lr_defined	no
PB.164585.1	PB.143876.1	rules_mapping	lr_defined	no
PB.164587.1	ENST00000397224.9	rules_mapping	reference	no
PB.164588.1	PB.37907.1	rules_mapping	lr_defined	no
PB.164606.1	PB.157490.1	rules_mapping	lr_defined	no
PB.164606.2	PB.157490.1	rules_mapping	lr_defined	no
PB.164632.1	PB.130937.2	rules_mapping	lr_defined	no
PB.164632.3	PB.137406.1	rules_mapping	lr_defined	no
PB.164632.3	PB.150609.2	rules_mapping	lr_defined	no
PB.164632.3	PB.164632.2	rules_mapping	lr_defined	no
PB.164632.3	PB.157522.3	rules_mapping	lr_defined	no
PB.164635.3	PB.164635.1	rules_mapping	lr_defined	no
PB.164635.3	PB.150615.2	rules_mapping	lr_defined	no
PB.164635.3	PB.150615.4	rules_mapping	lr_defined	no
PB.164637.1	PB.37976.1	rules_mapping	lr_defined	no
PB.164637.1	PB.30516.1	rules_mapping	lr_defined	no
PB.164639.1	ENST00000360737.4	rules_mapping	reference	yes
PB.164650.3	PB.164650.1	rules_mapping	lr_defined	no
PB.164650.4	PB.164650.2	rules_mapping	lr_defined	no
PB.164653.1	PB.164653.5	rules_mapping	lr_defined	no
PB.164655.1	ENST00000216271.10	rules_mapping	reference	no
PB.164655.2	PB.157542.1	rules_mapping	lr_defined	no
PB.164655.3	ENST00000216271.10	rules_mapping	reference	no
PB.164655.4	ENST00000216271.10	rules_mapping	reference	no
PB.164655.5	ENST00000626012.2	rules_mapping	reference	no
PB.164655.7	PB.157542.1	rules_mapping	lr_defined	no
PB.164655.8	PB.157542.1	rules_mapping	lr_defined	no
PB.164655.9	ENST00000626012.2	rules_mapping	reference	no
PB.164659.1	PB.164659.2	rules_mapping	lr_defined	no
PB.22978.1	ENST00000263196.12	rules_mapping	reference	no
PB.22978.1	ENST00000545799.5	rules_mapping	reference	no
PB.22986.2	ENST00000455843.5	rules_mapping	reference	yes
PB.22989.4	PB.22989.5	rules_mapping	lr_defined	no
PB.22996.1	PB.124756.1	rules_mapping	lr_defined	no
PB.23001.2	PB.8649.2	rules_mapping	lr_defined	no
PB.23004.2	PB.15696.1	rules_mapping	lr_defined	no
PB.23012.2	PB.15703.1	rules_mapping	lr_defined	no
PB.23015.1	PB.45401.1	rules_mapping	lr_defined	no
PB.23016.1	ENST00000215743.8	rules_mapping	reference	yes
PB.23041.1	PB.15741.1	rules_mapping	lr_defined	no
PB.23045.2	PB.164573.2	rules_mapping	lr_defined	no
PB.23047.1	ENST00000397500.5	rules_mapping	reference	no
PB.23047.2	ENST00000382151.6	rules_mapping	reference	no
PB.23049.1	PB.23049.3	rules_mapping	lr_defined	no
PB.23052.1	PB.157471.2	rules_mapping	lr_defined	no
PB.23058.1	ENST00000216181.11	rules_mapping	reference	yes
PB.23061.1	PB.137368.1	rules_mapping	lr_defined	no
PB.23067.1	PB.157480.3	rules_mapping	lr_defined	no
PB.23072.2	PB.164593.1	rules_mapping	lr_defined	no
PB.23072.2	PB.150567.3	rules_mapping	lr_defined	no
PB.23072.2	PB.37923.1	rules_mapping	lr_defined	no
PB.23078.2	ENST00000396832.6	rules_mapping	reference	no
PB.23078.2	ENST00000403904.5	rules_mapping	reference	no
PB.23089.1	ENST00000435456.7	rules_mapping	reference	no
PB.23103.1	ENST00000327678.10	rules_mapping	reference	yes
PB.23117.1	ENST00000441876.7	rules_mapping	reference	no
PB.23130.1	ENST00000626012.2	rules_mapping	reference	no
PB.23130.2	PB.164655.6	rules_mapping	lr_defined	no
PB.23138.1	ENST00000420993.7	rules_mapping	reference	no
PB.23138.3	ENST00000420993.7	rules_mapping	reference	no
PB.23139.1	PB.45531.1	rules_mapping	lr_defined	no
PB.30357.1	ENST00000657965.1	rules_mapping	reference	no
PB.30357.2	ENST00000661115.1	rules_mapping	reference	yes
PB.30360.1	PB.22970.1	rules_mapping	lr_defined	no
PB.30368.1	PB.8639.6	rules_mapping	lr_defined	no
PB.30368.1	PB.137296.4	rules_mapping	lr_defined	no
PB.30375.1	ENST00000455784.7	rules_mapping	reference	yes
PB.30378.7	PB.22989.3	rules_mapping	lr_defined	no
PB.30378.7	PB.164521.1	rules_mapping	lr_defined	no
PB.30418.2	PB.23029.4	rules_mapping	lr_defined	no
PB.30420.1	PB.88800.4	rules_mapping	lr_defined	no
PB.30420.1	PB.150527.1	rules_mapping	lr_defined	no
PB.30427.1	PB.3831.1	rules_mapping	lr_defined	no
PB.30427.1	PB.143853.1	rules_mapping	lr_defined	no
PB.30427.1	PB.3831.5	rules_mapping	lr_defined	no
PB.30432.1	PB.124796.4	rules_mapping	lr_defined	no
PB.30434.1	PB.130875.4	rules_mapping	lr_defined	no
PB.30434.1	PB.130875.5	rules_mapping	lr_defined	no
PB.30434.1	PB.143862.3	rules_mapping	lr_defined	no
PB.30434.1	PB.130875.6	rules_mapping	lr_defined	no
PB.30439.1	ENST00000382151.6	rules_mapping	reference	no
PB.30442.1	PB.23049.3	rules_mapping	lr_defined	no
PB.30450.1	PB.23057.1	rules_mapping	lr_defined	no
PB.30450.2	PB.23057.1	rules_mapping	lr_defined	no
PB.30450.3	PB.23057.1	rules_mapping	lr_defined	no
PB.30454.1	PB.37907.1	rules_mapping	lr_defined	no
PB.30454.2	PB.37907.1	rules_mapping	lr_defined	no
PB.30454.3	PB.37907.4	rules_mapping	lr_defined	no
PB.30456.2	PB.143880.1	rules_mapping	lr_defined	no
PB.30456.2	PB.137367.1	rules_mapping	lr_defined	no
PB.30456.2	PB.130894.1	rules_mapping	lr_defined	no
PB.30458.1	PB.23065.1	rules_mapping	lr_defined	no
PB.30464.3	PB.37921.1	rules_mapping	lr_defined	no
PB.30467.1	PB.164593.1	rules_mapping	lr_defined	no
PB.30471.2	ENST00000396832.6	rules_mapping	reference	no
PB.30471.2	ENST00000403904.5	rules_mapping	reference	no
PB.30504.1	ENST00000216180.8	rules_mapping	reference	no
PB.30509.1	PB.53046.1	rules_mapping	lr_defined	no
PB.30509.1	PB.45510.2	rules_mapping	lr_defined	no
PB.30520.3	PB.150622.2	rules_mapping	lr_defined	no
PB.30520.3	PB.150622.1	rules_mapping	lr_defined	no
PB.30520.3	PB.143933.1	rules_mapping	lr_defined	no
PB.30520.3	PB.150622.3	rules_mapping	lr_defined	no
PB.30523.1	PB.88862.2	rules_mapping	lr_defined	no
PB.30523.2	PB.88862.2	rules_mapping	lr_defined	no
PB.30523.3	PB.88862.2	rules_mapping	lr_defined	no
PB.30530.1	ENST00000380903.7	rules_mapping	reference	yes
PB.30537.1	PB.88870.1	rules_mapping	lr_defined	no
PB.30541.2	ENST00000395678.7	rules_mapping	reference	yes
PB.37852.2	ENST00000292748.7	rules_mapping	reference	no
PB.37853.1	ENST00000611748.1	rules_mapping	reference	yes
PB.37856.1	PB.52918.1	rules_mapping	lr_defined	no
PB.37860.2	PB.15703.3	rules_mapping	lr_defined	no
PB.37860.4	PB.23012.4	rules_mapping	lr_defined	no
PB.37860.4	PB.164540.1	rules_mapping	lr_defined	no
PB.37860.4	PB.15703.3	rules_mapping	lr_defined	no
PB.37865.1	ENST00000215829.8	rules_mapping	reference	no
PB.37871.2	PB.30414.1	rules_mapping	lr_defined	no
PB.37871.3	PB.30414.1	rules_mapping	lr_defined	no
PB.37871.4	PB.30414.1	rules_mapping	lr_defined	no
PB.37872.1	ENST00000448492.6	rules_mapping	reference	yes
PB.37872.1	ENST00000249064.9	rules_mapping	reference	no
PB.37872.1	ENST00000421503.6	rules_mapping	reference	yes
PB.37883.1	ENST00000354694.12	rules_mapping	reference	yes
PB.37890.1	ENST00000382151.6	rules_mapping	reference	no
PB.37898.1	PB.143874.1	rules_mapping	lr_defined	no
PB.37902.1	PB.143876.2	rules_mapping	lr_defined	no
PB.37902.1	PB.150554.1	rules_mapping	lr_defined	no
PB.37907.2	PB.37907.1	rules_mapping	lr_defined	no
PB.37907.3	PB.37907.1	rules_mapping	lr_defined	no
PB.37907.3	PB.37907.4	rules_mapping	lr_defined	no
PB.37912.1	ENST00000249014.5	rules_mapping	reference	yes
PB.37912.2	PB.45462.1	rules_mapping	lr_defined	no
PB.37932.1	ENST00000396821.8	rules_mapping	reference	no
PB.37943.1	PB.8707.1	rules_mapping	lr_defined	no
PB.37943.1	PB.8707.2	rules_mapping	lr_defined	no
PB.3796.1	PB.8631.2	rules_mapping	lr_defined	no
PB.3796.2	PB.8631.2	rules_mapping	lr_defined	no
PB.37962.3	PB.37962.1	rules_mapping	lr_defined	no
PB.37965.1	ENST00000216180.8	rules_mapping	reference	no
PB.37965.2	ENST00000216180.8	rules_mapping	reference	no
PB.37966.1	ENST00000350028.5	rules_mapping	reference	yes
PB.37974.1	PB.164636.1	rules_mapping	lr_defined	no
PB.37974.2	ENST00000441876.7	rules_mapping	reference	no
PB.37974.2	ENST00000216214.7	rules_mapping	reference	yes
PB.37993.1	ENST00000420993.7	rules_mapping	reference	no
PB.37994.2	PB.53068.2	rules_mapping	lr_defined	no
PB.37996.2	ENST00000216124.10	rules_mapping	reference	yes
PB.3813.1	ENST00000215832.11	rules_mapping	reference	yes
PB.3814.2	ENST00000263212.10	rules_mapping	reference	yes
PB.3814.4	PB.164538.1	rules_mapping	lr_defined	no
PB.3820.5	PB.8661.1	rules_mapping	lr_defined	no
PB.3821.4	PB.3821.1	rules_mapping	lr_defined	no
PB.3821.6	PB.3821.2	rules_mapping	lr_defined	no
PB.3828.1	ENST00000432560.6	rules_mapping	reference	yes
PB.3828.1	ENST00000405198.6	rules_mapping	reference	yes
PB.3830.4	PB.3830.3	rules_mapping	lr_defined	no
PB.3835.1	ENST00000327423.11	rules_mapping	reference	no
PB.3836.4	ENST00000646969.1	rules_mapping	reference	yes
PB.3841.11	ENST00000216181.11	rules_mapping	reference	no
PB.3841.12	ENST00000216181.11	rules_mapping	reference	no
PB.3841.14	PB.3841.13	rules_mapping	lr_defined	no
PB.3841.15	PB.3841.13	rules_mapping	lr_defined	no
PB.3841.16	PB.3841.13	rules_mapping	lr_defined	no
PB.3841.21	PB.3841.13	rules_mapping	lr_defined	no
PB.3841.24	PB.3841.13	rules_mapping	lr_defined	no
PB.3846.1	PB.124823.2	rules_mapping	lr_defined	no
PB.3848.1	ENST00000396821.8	rules_mapping	reference	no
PB.3853.2	ENST00000454349.7	rules_mapping	reference	no
PB.3854.1	PB.45484.2	rules_mapping	lr_defined	no
PB.3854.1	PB.75777.1	rules_mapping	lr_defined	no
PB.3856.1	ENST00000357137.9	rules_mapping	reference	no
PB.3863.4	ENST00000361204.9	rules_mapping	reference	yes
PB.3865.3	PB.3865.2	rules_mapping	lr_defined	no
PB.3870.1	ENST00000407236.5	rules_mapping	reference	no
PB.3872.2	ENST00000454366.2	rules_mapping	reference	no
PB.3872.3	ENST00000454366.2	rules_mapping	reference	no
PB.45357.3	PB.45357.1	rules_mapping	lr_defined	no
PB.45360.1	ENST00000317361.11	rules_mapping	reference	yes
PB.45360.1	ENST00000614949.4	rules_mapping	reference	yes
PB.45360.1	ENST00000622694.5	rules_mapping	reference	yes
PB.45363.1	PB.37831.1	rules_mapping	lr_defined	no
PB.45374.1	ENST00000320602.11	rules_mapping	reference	no
PB.45374.1	ENST00000334554.12	rules_mapping	reference	no
PB.45375.1	ENST00000043402.8	rules_mapping	reference	yes
PB.45387.1	ENST00000611748.1	rules_mapping	reference	no
PB.45389.2	PB.68214.4	rules_mapping	lr_defined	no
PB.45390.2	PB.150505.2	rules_mapping	lr_defined	no
PB.45396.1	PB.130846.1	rules_mapping	lr_defined	no
PB.45406.1	ENST00000215829.8	rules_mapping	reference	no
PB.45408.1	ENST00000444995.7	rules_mapping	reference	no
PB.45410.1	PB.37869.1	rules_mapping	lr_defined	no
PB.45415.2	PB.164554.2	rules_mapping	lr_defined	no
PB.45417.2	PB.143844.1	rules_mapping	lr_defined	no
PB.45417.2	PB.150522.2	rules_mapping	lr_defined	no
PB.45419.2	ENST00000216085.12	rules_mapping	reference	yes
PB.45419.3	PB.60634.1	rules_mapping	lr_defined	no
PB.45425.1	PB.3830.3	rules_mapping	lr_defined	no
PB.45432.1	PB.137348.1	rules_mapping	lr_defined	no
PB.45432.1	PB.124797.1	rules_mapping	lr_defined	no
PB.45432.1	PB.23039.1	rules_mapping	lr_defined	no
PB.45432.1	PB.150540.1	rules_mapping	lr_defined	no
PB.45434.1	PB.157461.2	rules_mapping	lr_defined	no
PB.45434.1	PB.150544.1	rules_mapping	lr_defined	no
PB.45434.1	PB.143863.3	rules_mapping	lr_defined	no
PB.45447.2	PB.164580.1	rules_mapping	lr_defined	no
PB.45456.1	PB.37907.1	rules_mapping	lr_defined	no
PB.45456.2	PB.37907.1	rules_mapping	lr_defined	no
PB.45464.1	PB.157480.3	rules_mapping	lr_defined	no
PB.45470.1	PB.124822.2	rules_mapping	lr_defined	no
PB.45478.1	ENST00000333039.4	rules_mapping	reference	yes
PB.45486.2	PB.8707.2	rules_mapping	lr_defined	no
PB.45487.2	ENST00000435456.7	rules_mapping	reference	no
PB.45504.1	ENST00000352397.10	rules_mapping	reference	yes
PB.45504.10	PB.37962.1	rules_mapping	lr_defined	no
PB.45504.2	ENST00000352397.10	rules_mapping	reference	no
PB.45504.5	ENST00000352397.10	rules_mapping	reference	no
PB.45504.6	ENST00000352397.10	rules_mapping	reference	no
PB.45504.7	PB.37962.1	rules_mapping	lr_defined	no
PB.45504.8	PB.37962.1	rules_mapping	lr_defined	no
PB.45504.9	PB.37962.1	rules_mapping	lr_defined	no
PB.45510.3	ENST00000336985.11	rules_mapping	reference	yes
PB.45517.1	ENST00000407236.5	rules_mapping	reference	no
PB.45517.1	ENST00000262735.9	rules_mapping	reference	no
PB.45524.1	ENST00000608025.2	rules_mapping	reference	yes
PB.45531.2	PB.68362.1	rules_mapping	lr_defined	no
PB.45533.2	ENST00000356098.9	rules_mapping	reference	yes
PB.52897.2	PB.60595.2	rules_mapping	lr_defined	no
PB.52905.1	PB.157402.1	rules_mapping	lr_defined	no
PB.52911.1	PB.45384.1	rules_mapping	lr_defined	no
PB.52912.1	ENST00000292748.7	rules_mapping	reference	no
PB.52915.3	ENST00000342192.9	rules_mapping	reference	no
PB.52917.1	PB.68214.4	rules_mapping	lr_defined	no
PB.52917.3	PB.68214.4	rules_mapping	lr_defined	no
PB.52917.5	PB.68214.4	rules_mapping	lr_defined	no
PB.52928.1	ENST00000344921.11	rules_mapping	reference	yes
PB.52928.2	ENST00000644036.2	rules_mapping	reference	yes
PB.52937.1	ENST00000404276.6	rules_mapping	reference	yes
PB.52954.1	ENST00000354694.12	rules_mapping	reference	no
PB.52955.1	ENST00000215838.8	rules_mapping	reference	yes
PB.52972.1	ENST00000438146.7	rules_mapping	reference	yes
PB.52972.3	ENST00000438146.7	rules_mapping	reference	no
PB.52975.3	PB.45454.1	rules_mapping	lr_defined	no
PB.52976.2	PB.37907.1	rules_mapping	lr_defined	no
